	Kingdom	Phylum	Class	Order	Family	Genus
OTU_5122	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_5123	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	uncultured
OTU_5124	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Polyangiaceae_unclassified
OTU_5125	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
OTU_5126	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacteraceae_ge
OTU_5127	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NS11-12_marine_group_ge
OTU_5128	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	uncultured
OTU_5129	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
OTU_513	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured_ge
OTU_5130	Bacteria	unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
OTU_5131	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV_fa	Lineage_IV_ge
OTU_5132	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcaceae_ge
OTU_5133	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_5134	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17_ge
OTU_5135	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	21-Feb
OTU_5136	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
OTU_5137	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_5138	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
OTU_5139	Bacteria	Firmicutes	Bacilli	Bacilli_unclassified	Bacilli_unclassified	Bacilli_unclassified
OTU_514	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_5140	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured
OTU_5141	Bacteria	Firmicutes	Clostridia	Clostridia_or	Hungateiclostridiaceae	Hungateiclostridiaceae_unclassified
OTU_5142	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU_5143	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured
OTU_5144	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_unclassified	Gaiellales_unclassified
OTU_5145	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Candidatus_Babela
OTU_5146	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_ge
OTU_5147	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_unclassified
OTU_5148	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_5149	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	KD3-93_ge
OTU_515	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
OTU_5150	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas
OTU_5151	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_or	JG30-KF-CM66_fa	JG30-KF-CM66_ge
OTU_5152	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia
OTU_5153	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	CCM11a_fa	CCM11a_ge
OTU_5154	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Longispora
OTU_5155	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_ge
OTU_5156	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
OTU_5157	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Snodgrassella
OTU_5158	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculaceae_unclassified
OTU_5159	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group_fa	Clostridia_vadinBB60_group_ge
OTU_516	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacteraceae_unclassified
OTU_5160	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
OTU_5161	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_5162	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonadaceae_unclassified
OTU_5163	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured
OTU_5164	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	Euzebya
OTU_5165	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured
OTU_5166	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
OTU_5167	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae_ge
OTU_5168	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_5169	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	uncultured
OTU_517	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter
OTU_5170	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsis
OTU_5171	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
OTU_5172	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
OTU_5173	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_unclassified
OTU_5174	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas
OTU_5175	Bacteria	unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
OTU_5176	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU_5177	Bacteria	Planctomycetota	Phycisphaerae	mle1-8	mle1-8_fa	mle1-8_ge
OTU_5178	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
OTU_5179	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
OTU_518	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
OTU_5180	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured
OTU_5181	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
OTU_5182	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
OTU_5183	Bacteria	Myxococcota	Polyangia	Blfdi19	Blfdi19_fa	Blfdi19_ge
OTU_5184	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
OTU_5185	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
OTU_5186	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillaceae_ge
OTU_5187	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_fa	Anaerococcus
OTU_5188	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2_fa	Subgroup_2_ge
OTU_5189	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsiaceae_ge
OTU_519	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_	Granulicella
OTU_5190	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
OTU_5192	Bacteria	Chloroflexi	Anaerolineae	SJA-15	SJA-15_fa	SJA-15_ge
OTU_5193	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacteraceae_unclassified
OTU_5194	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
OTU_5195	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
OTU_5196	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga
OTU_5197	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacteraceae_unclassified
OTU_5198	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_5199	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium
OTU_52	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured_ge
OTU_520	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
OTU_5200	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter
OTU_5201	Bacteria	Alphaproteobacteria	Alphaproteobacteria	uncultured	uncultured_fa	uncultured_ge
OTU_5202	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_unclassified
OTU_5203	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7_fa	Subgroup_7_ge
OTU_5204	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU_5205	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	Bacteroidales_unclassified
OTU_5206	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Burkholderiales_unclassified
OTU_5207	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
OTU_5208	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae_ge
OTU_5209	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
OTU_521	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured_ge
OTU_5210	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_	Acidobacteriaceae_
OTU_5211	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1
OTU_5212	Bacteria	Chloroflexi	AD3	AD3_or	AD3_fa	AD3_ge
OTU_5213	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
OTU_5214	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured
OTU_5215	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacteraceae_unclassified
OTU_5216	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7
OTU_5217	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	uncultured_ge
OTU_5218	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured_ge
OTU_5219	Bacteria	Myxococcota	Polyangia	mle1-27	mle1-27_fa	mle1-27_ge
OTU_522	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium
OTU_5220	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_unclassified
OTU_5221	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
OTU_5222	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_ge
