	Kingdom	Phylum	Class	Order	Family	Genus
OTU_1374	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	uncultured
OTU_13740	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU_13741	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Cellulosilyticum
OTU_13742	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus
OTU_13743	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	uncultured
OTU_13745	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
OTU_13746	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
OTU_13747	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacteriaceae_unclassified
OTU_13748	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia
OTU_13749	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae_unclassified
OTU_1375	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_13750	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
OTU_13751	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiales_unclassified	Chlamydiales_unclassified
OTU_13752	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydiaceae_unclassified
OTU_13753	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU_13754	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Burkholderiales_unclassified
OTU_13755	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Entotheonellaceae_ge
OTU_13756	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacteraceae_unclassified
OTU_13757	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
OTU_13758	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Burkholderiales_unclassified
OTU_13759	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcaceae_unclassified
OTU_1376	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured_ge
OTU_13760	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_13761	Bacteria	Patescibacteria	Berkelbacteria	Berkelbacteria_or	Berkelbacteria_fa	Berkelbacteria_ge
OTU_13762	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
OTU_13763	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium
OTU_13764	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_13765	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	A0839	A0839_ge
OTU_13766	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3-10
OTU_13769	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12_ge
OTU_1377	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41_ge
OTU_13770	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella
OTU_13774	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_unclassified
OTU_13775	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia
OTU_13778	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Ga0074140
OTU_13779	Bacteria	unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
OTU_1378	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085_fa	S085_ge
OTU_13780	Bacteria	unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
OTU_13781	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_fa	Saccharimonadales_ge
OTU_13782	Bacteria	unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
OTU_13784	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
OTU_13786	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter
OTU_13787	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter
OTU_1379	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured_ge
OTU_13790	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	uncultured
OTU_13793	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_13794	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	uncultured
OTU_13796	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium
OTU_13797	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardiaceae_unclassified
OTU_13798	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales_unclassified	Babeliales_unclassified
OTU_13799	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_	Acidobacteriaceae_
OTU_138	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella
OTU_1380	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7_fa	Subgroup_7_ge
OTU_13800	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderiaceae_unclassified
OTU_13801	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
OTU_13802	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
OTU_13803	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
OTU_13804	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriales_unclassified	Corynebacteriales_unclassified
OTU_13805	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_	Acidobacteriaceae_
OTU_13808	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
OTU_1381	Bacteria	Acidobacteriota	Blastocatellia	11月24日	11-24_fa	11-24_ge
OTU_13810	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum
OTU_13813	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
OTU_13814	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae_ge
OTU_13815	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
OTU_13816	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
OTU_13817	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	uncultured	uncultured_ge
OTU_13818	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	uncultured
OTU_13819	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured_ge
OTU_1382	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Amb-16S-1323	Amb-16S-1323_ge
OTU_13820	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella
OTU_13821	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_13822	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcaceae_unclassified
OTU_13823	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
OTU_13824	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
OTU_13826	Bacteria	Planctomycetota	vadinHA49	vadinHA49_or	vadinHA49_fa	vadinHA49_ge
OTU_13827	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	uncultured
OTU_13828	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacteraceae_unclassified
OTU_13829	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
OTU_1383	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
OTU_13830	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured
OTU_13831	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured
OTU_13832	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9_ge
OTU_13833	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured
OTU_13834	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Actinotalea
OTU_13835	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722_ge
OTU_13836	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillaceae_unclassified
OTU_13837	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Rokubacteriales_fa	Rokubacteriales_ge
OTU_13838	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	uncultured
OTU_13839	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mycoplana
OTU_1384	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
OTU_13840	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1
OTU_13841	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella
OTU_13842	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
OTU_13843	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured
OTU_13844	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia
OTU_13845	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosomaceae_unclassified
OTU_13846	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter
OTU_13847	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured
OTU_13848	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_unclassified
OTU_13849	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	uncultured
OTU_1385	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
OTU_13850	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_unclassified
OTU_13851	Bacteria	Acidobacteriota	Blastocatellia	DS-100	DS-100_fa	DS-100_ge
OTU_13852	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Planktosalinus
OTU_13853	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014_fa	Clostridia_UCG-014_ge
OTU_13854	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU_13855	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured
OTU_13856	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus
OTU_13857	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12_ge
OTU_13859	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales_unclassified	Enterobacterales_unclassified
OTU_1386	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_1387	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_1388	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
OTU_1389	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales_fa	Armatimonadales_ge
OTU_139	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
OTU_1390	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_1391	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
OTU_1392	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus
OTU_1393	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacteraceae_unclassified
OTU_1394	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
OTU_1395	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2_fa	Subgroup_2_ge
OTU_1396	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella
OTU_1397	Bacteria	NB1-j	NB1-j_cl	NB1-j_or	NB1-j_fa	NB1-j_ge
OTU_1398	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_1399	Bacteria	NB1-j	NB1-j_cl	NB1-j_or	NB1-j_fa	NB1-j_ge
OTU_14	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas
OTU_140	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella
OTU_1400	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_1401	Bacteria	Gemmatimonadota	S0134_terrestrial_group	S0134_terrestrial_group_or	S0134_terrestrial_group_fa	S0134_terrestrial_group_ge
OTU_1402	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
OTU_1403	Bacteria	Myxococcota	Myxococcia	Myxococcales	Vulgatibacteraceae	Vulgatibacter
OTU_1404	Bacteria	Actinobacteriota	Acidimicrobiia	uncultured	uncultured_fa	uncultured_ge
OTU_1405	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_1406	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
OTU_1407	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
OTU_1408	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured
OTU_1409	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
OTU_141	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcaceae_unclassified
OTU_1410	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured_ge
OTU_1411	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_unclassified
OTU_1412	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales_fa	Saccharimonadales_ge
OTU_1413	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga
OTU_1414	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Burkholderiales_unclassified
OTU_1415	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Crenobacter
OTU_1416	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_1417	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon
OTU_1418	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_10
OTU_1419	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes_VC2.1_Bac22	Bacteroidetes_VC2.1_Bac22_fa	Bacteroidetes_VC2.1_Bac22_ge
OTU_142	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9_ge
OTU_1420	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
OTU_1421	Bacteria	Chloroflexi	OLB14	OLB14_or	OLB14_fa	OLB14_ge
OTU_1422	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_1423	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
OTU_1424	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_13
OTU_1425	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas
OTU_1426	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_1427	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter
OTU_1428	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
OTU_1429	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_unclassified
OTU_143	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonadaceae_unclassified
OTU_1430	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9_ge
OTU_1431	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured
OTU_1432	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	21-Feb
OTU_1433	Bacteria	Chloroflexi	AD3	AD3_or	AD3_fa	AD3_ge
OTU_1434	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	uncultured
OTU_1435	Bacteria	Acidobacteriota	Subgroup_22	Subgroup_22_or	Subgroup_22_fa	Subgroup_22_ge
OTU_1436	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured_ge
OTU_1437	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
OTU_1438	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea
OTU_1439	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
OTU_144	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus
OTU_1440	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
OTU_1441	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
OTU_1442	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41_ge
OTU_1443	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	JG30-KF-AS9_ge
OTU_1444	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexaceae_unclassified
OTU_1445	Bacteria	Chloroflexi	AD3	AD3_or	AD3_fa	AD3_ge
OTU_1446	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured_ge
OTU_1447	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
OTU_1448	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacteraceae_unclassified
OTU_1449	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
OTU_145	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium
OTU_1450	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767_ge
OTU_1451	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
OTU_1452	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
OTU_1453	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
OTU_1454	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadales_fa	Armatimonadales_ge
OTU_1455	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured
OTU_1456	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_1457	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
OTU_1458	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified
OTU_1459	Bacteria	Acidobacteriota	Acidobacteriae	Elev-16S-1166	Elev-16S-1166_fa	Elev-16S-1166_ge
OTU_146	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
OTU_1460	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured_ge
OTU_1461	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured_ge
OTU_1462	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae_ge
OTU_1463	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum
OTU_1464	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
OTU_1465	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	uncultured
OTU_1466	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_ge
OTU_1467	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_1468	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_1469	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured
OTU_147	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_	uncultured
OTU_1470	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
OTU_1471	Bacteria	Gemmatimonadota	S0134_terrestrial_group	S0134_terrestrial_group_or	S0134_terrestrial_group_fa	S0134_terrestrial_group_ge
OTU_1472	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Shimazuella
OTU_1473	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
OTU_1474	Bacteria	Myxococcota	Polyangia	Blfdi19	Blfdi19_fa	Blfdi19_ge
OTU_1475	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
OTU_1476	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexales_unclassified	Chloroflexales_unclassified
OTU_1477	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter
OTU_1478	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora
OTU_1479	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacteraceae_unclassified
OTU_148	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces
OTU_1480	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
OTU_1481	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
OTU_1482	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter
OTU_1483	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Catelliglobosispora
OTU_1484	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia
OTU_1485	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter
OTU_1486	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
OTU_1487	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Novibacillus
OTU_1488	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium
OTU_1489	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20_fa	0319-6G20_ge
OTU_149	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured_ge
OTU_1490	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade_fa	SAR202_clade_ge
OTU_1491	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_ge
OTU_1492	Bacteria	Chloroflexi	TK10	TK10_or	TK10_fa	TK10_ge
OTU_1493	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured_ge
OTU_1494	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Elsterales	uncultured	uncultured_ge
OTU_1495	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioidaceae_unclassified
OTU_1496	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
