	site1	site2	comm_sim	site_dis	compartment
350	RCCLNPK2	RYCCK3	0.435272727272727	1078859.66222909	RS
351	RCCLNPK2	RYCCK4	0.359818181818182	1078859.66222909	RS
352	RCCLNPK2	RYCCK5	0.307363636363636	1078859.66222909	RS
353	RCCLNPK2	RYCCK6	0.315863636363636	1078859.66222909	RS
354	RCCLNPK2	RYCCK7	0.309227272727273	1078859.66222909	RS
355	RCCLNPK2	RYCCK8	0.389590909090909	1078859.66222909	RS
356	RCCLNPK2	RYCCK9	0.464409090909091	1078859.66222909	RS
357	RCCLNPK2	RYCNPK1	0.421545454545455	1078859.66222909	RS
358	RCCLNPK2	RYCNPK2	0.435727272727273	1078859.66222909	RS
359	RCCLNPK2	RYCNPK3	0.445090909090909	1078859.66222909	RS
360	RCCLNPK2	RYCNPK4	0.410272727272727	1078859.66222909	RS
361	RCCLNPK2	RYCNPK5	0.429909090909091	1078859.66222909	RS
362	RCCLNPK2	RYCNPK6	0.383	1078859.66222909	RS
363	RCCLNPK2	RYCNPK7	0.382318181818182	1078859.66222909	RS
364	RCCLNPK2	RYCNPK8	0.289863636363636	1078859.66222909	RS
365	RCCLNPK2	RYCNPK9	0.464272727272727	1078859.66222909	RS
366	RCCLNPK2	RYCNPKM1	0.409409090909091	1078859.66222909	RS
367	RCCLNPK2	RYCNPKM2	0.438181818181818	1078859.66222909	RS
368	RCCLNPK2	RYCNPKM3	0.262227272727273	1078859.66222909	RS
369	RCCLNPK2	RYCNPKM4	0.438409090909091	1078859.66222909	RS
370	RCCLNPK2	RYCNPKM5	0.342409090909091	1078859.66222909	RS
371	RCCLNPK2	RYCNPKM6	0.410590909090909	1078859.66222909	RS
372	RCCLNPK2	RYCNPKM7	0.292545454545455	1078859.66222909	RS
373	RCCLNPK2	RYCNPKM8	0.425409090909091	1078859.66222909	RS
374	RCCLNPK2	RYCNPKM9	0.379090909090909	1078859.66222909	RS
