Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
REYCNPKM6	0.126	0.00313	769.9	0.956	0.637	33.9	68.9	22000	766	0.398	0.0435	4.23	6.11	1.84
REYCNPKM7	0.248	0.00336	978	0.926	0.625	24.6	73.8	22000	973	0.38	0.0742	4.3	6.21	1.87
REYCNPKM8	0.261	0.00232	735.9	0.915	0.596	19.8	51	22000	733	0.372	0.085	3.93	5.67	1.71
REYCNPKM9	0.167	0.00324	918.1	0.947	0.626	30.1	71.2	22000	914	0.413	0.0527	4.27	6.15	1.85
REYYCK1	0.175	0.00149	722.9	0.923	0.531	17.1	32.8	22000	719	0.46	0.0774	3.49	5.04	1.52
REYYCK2	0.349	0.000462	282.7	0.819	0.412	6.69	10.2	22000	278	0.484	0.181	2.32	3.34	1.01
REYYCK3	0.231	0.000965	376.8	0.898	0.516	12.7	21.2	22000	371	0.457	0.102	3.06	4.41	1.33
REYYCK4	0.257	0.00122	520.5	0.888	0.527	12.8	26.8	22000	515	0.432	0.112	3.29	4.74	1.43
REYYCK5	0.559	0.000319	334.1	0.652	0.336	3.68	7.02	22000	331	0.446	0.348	1.95	2.81	0.846
REYYCK6	0.24	0.000576	322.6	0.868	0.441	8.78	12.7	22000	318	0.486	0.132	2.54	3.66	1.1
REYYCK7	0.246	0.000928	452.3	0.89	0.494	11.7	20.4	22000	446	0.461	0.11	3.02	4.35	1.31
REYYCK8	0.318	0.000746	383.4	0.855	0.471	9.22	16.4	22000	379	0.468	0.145	2.8	4.04	1.22
REYYCK9	0.243	0.000829	441.8	0.868	0.478	9.86	18.2	22000	437	0.466	0.132	2.9	4.19	1.26
REYYNPK1	0.624	0.000284	352.6	0.595	0.314	3.19	6.26	22000	347	0.511	0.405	1.83	2.65	0.796
REYYNPK2	0.215	0.000923	429.1	0.889	0.497	11.6	20.3	22000	425	0.441	0.111	3.01	4.34	1.31
REYYNPK3	0.334	0.000612	340.6	0.84	0.447	7.97	13.5	22000	334	0.478	0.16	2.6	3.75	1.13
REYYNPK4	0.219	0.00108	405	0.91	0.53	14.4	23.9	22000	400	0.449	0.09	3.17	4.58	1.38
REYYNPK5	0.138	0.00124	398.8	0.925	0.553	16.8	27.3	22000	395	0.427	0.0747	3.31	4.77	1.44
REYYNPK6	0.277	0.000818	369.7	0.874	0.49	10.4	18	22000	364	0.482	0.126	2.89	4.17	1.25
REYYNPK7	0.306	0.00104	478.6	0.878	0.509	11.7	22.9	22000	473	0.475	0.122	3.13	4.52	1.36
REYYNPK8	0.168	0.00201	478.4	0.946	0.616	25.4	44.2	22000	470	0.427	0.0543	3.79	5.47	1.65
REYYNPK9	0.229	0.000743	397.7	0.868	0.468	9.54	16.4	22000	391	0.474	0.132	2.79	4.03	1.21
REYYNPKM1	0.52	0.000562	439.6	0.718	0.414	5.15	12.4	22000	433	0.461	0.282	2.52	3.63	1.09
REYYNPKM2	0.368	0.00072	504.2	0.819	0.445	7.55	15.8	22000	499	0.464	0.181	2.76	3.99	1.2
REYYNPKM3	0.209	0.00114	449.9	0.906	0.529	14.1	25.2	22000	444	0.431	0.0936	3.23	4.65	1.4
REYYNPKM4	0.173	0.00151	451.2	0.937	0.574	20.5	33.2	22000	445	0.448	0.0632	3.5	5.05	1.52
REYYNPKM5	0.413	0.000489	479.3	0.769	0.385	5.59	10.8	22000	475	0.46	0.231	2.38	3.43	1.03
REYYNPKM6	0.213	0.00113	480.2	0.9	0.522	13.4	24.9	22000	475	0.445	0.0998	3.22	4.64	1.4
REYYNPKM7	0.382	0.00099	442.1	0.838	0.507	9.52	21.8	22000	437	0.429	0.162	3.08	4.45	1.34
REYYNPKM8	0.191	0.00125	418.7	0.914	0.55	15.5	27.6	22000	414	0.378	0.0858	3.32	4.78	1.44
REYYNPKM9	0.291	0.000906	365	0.88	0.508	11.3	19.9	22000	362	0.399	0.12	2.99	4.32	1.3
RECCSCK1	0.324	0.000742	656.7	0.815	0.431	7.33	16.3	22000	652	0.481	0.185	2.79	4.03	1.21
RECCSCK2	0.384	0.000678	677.4	0.799	0.415	6.62	14.9	22000	673	0.455	0.201	2.7	3.9	1.17
RECCSCK3	0.131	0.00345	927.3	0.958	0.634	35.9	75.9	22000	924	0.423	0.0415	4.33	6.25	1.88
RECCSNPK1	0.18	0.00271	937.7	0.943	0.598	26.6	59.6	22000	933	0.453	0.0568	4.09	5.9	1.78
RECCSNPK2	0.21	0.0017	787	0.916	0.544	17.2	37.5	22000	783	0.448	0.0835	3.62	5.23	1.57
RECCSNPK3	0.266	0.00158	770.5	0.895	0.535	14.5	34.8	22000	765	0.467	0.105	3.55	5.12	1.54
RECCSNPKM1	0.301	0.0019	1014.3	0.88	0.54	13.7	41.9	22000	1011	0.434	0.12	3.73	5.39	1.62
RECCSNPKM2	0.139	0.00311	919.8	0.952	0.62	31.4	68.5	22000	916	0.429	0.048	4.23	6.1	1.84
RECCSNPKM3	0.385	0.00113	676.2	0.83	0.493	9.19	24.8	22000	671	0.487	0.17	3.21	4.63	1.39
RECCLCK1	0.134	0.00237	921.2	0.941	0.58	23.8	52.2	22000	918	0.403	0.0587	3.95	5.71	1.72
RECCLCK2	0.153	0.00238	891	0.939	0.583	23.5	52.4	22000	888	0.387	0.0613	3.96	5.71	1.72
RECCLCK3	0.203	0.00311	1137.8	0.928	0.601	23.1	68.5	22000	1135	0.386	0.0717	4.23	6.1	1.84
RECCLNPK1	0.1	0.00711	1352.2	0.973	0.701	64.4	156.4	22000	1349	0.384	0.0267	5.05	7.29	2.19
RECCLNPK2	0.353	0.00157	820.7	0.86	0.529	11.9	34.6	22000	816	0.45	0.14	3.55	5.11	1.54
RECCLNPK3	0.142	0.00367	1056.1	0.956	0.631	34.7	80.7	22000	1054	0.374	0.0443	4.39	6.33	1.91
RECCLNPKM1	0.204	0.00363	1223.2	0.941	0.616	28.8	79.8	22000	1219	0.437	0.0592	4.38	6.32	1.9
RECCLNPKM2	0.284	0.00122	750.1	0.872	0.497	11.3	26.8	22000	745	0.473	0.128	3.29	4.75	1.43
RECCLNPKM3	0.172	0.00374	1154.9	0.951	0.626	33	82.2	22000	1151	0.436	0.0493	4.41	6.36	1.92
LQYCK1	0.29	0.000782	523.2	0.852	0.455	8.92	17.2	22000	518	0.489	0.148	2.85	4.11	1.24
LQYCK2	0.305	0.000536	418.6	0.821	0.41	6.85	11.8	22000	413	0.502	0.179	2.47	3.56	1.07
LQYCK3	0.641	0.000266	208.8	0.574	0.332	3.03	5.85	22000	205	0.388	0.426	1.77	2.55	0.767
LQYCK4	0.609	0.00023	175.6	0.598	0.317	3.06	5.05	22000	166	0.419	0.402	1.62	2.34	0.703
LQYCK6	0.223	0.000535	171.6	0.867	0.482	8.64	11.8	22000	167	0.381	0.133	2.47	3.56	1.07
LQYCK7	0.149	0.0011	309.8	0.927	0.557	16.5	24.2	22000	306	0.42	0.0728	3.19	4.6	1.38
LQYCK8	0.239	0.000922	284.5	0.889	0.534	11.9	20.3	22000	279	0.379	0.111	3.01	4.34	1.31
LQYNPK1	0.0876	0.00235	345.6	0.966	0.676	36.5	51.8	22000	342	0.344	0.0336	3.95	5.69	1.71
LQYNPK2	0.114	0.00191	374.4	0.951	0.632	26.5	41.9	22000	371	0.352	0.0487	3.74	5.39	1.62
LQYNPK3	0.142	0.00187	406.5	0.944	0.62	24.3	41.1	22000	401	0.363	0.0557	3.72	5.36	1.61
LQYNPK4	0.182	0.00172	376.5	0.94	0.614	22.7	37.9	22000	373	0.388	0.0604	3.63	5.24	1.58
LQYNPK5	0.16	0.00109	312.9	0.912	0.554	14.5	24	22000	309	0.377	0.0877	3.18	4.59	1.38
LQYNPK6	0.159	0.00174	359.4	0.933	0.622	21	38.3	22000	351	0.395	0.0674	3.65	5.26	1.58
LQYNPK7	0.2	0.000994	300.4	0.903	0.542	13.2	21.9	22000	296	0.37	0.0967	3.08	4.45	1.34
LQYNPK8	0.137	0.00181	358	0.945	0.627	24	39.7	22000	355	0.34	0.0554	3.68	5.31	1.6
LQYNPKM1	0.149	0.00219	373.6	0.952	0.656	29.1	48.2	22000	369	0.362	0.0485	3.88	5.59	1.68
LQYNPKM2	0.169	0.0024	431.6	0.951	0.655	30	52.8	22000	428	0.359	0.0487	3.97	5.72	1.72
LQYNPKM3	0.105	0.00348	430.4	0.973	0.716	49.3	76.6	22000	428	0.252	0.0273	4.34	6.26	1.88
LQYNPKM4	0.0624	0.00304	401.5	0.974	0.702	46.6	66.9	22000	398	0.306	0.0264	4.2	6.06	1.83
LQYNPKM5	0.097	0.00223	372.5	0.961	0.661	32.6	49	22000	360	0.374	0.0389	3.89	5.61	1.69
LQYNPKM6	0.174	0.00264	446.2	0.953	0.667	31.9	58	22000	441	0.337	0.0475	4.06	5.86	1.76
LQYNPKM7	0.0729	0.00316	419.8	0.974	0.703	47.3	69.5	22000	416	0.302	0.0265	4.24	6.12	1.84
LQYNPKM8	0.102	0.00275	364.8	0.966	0.696	39.5	60.5	22000	362	0.295	0.0337	4.1	5.92	1.78
LQYNPKM9	0.205	0.00208	351	0.941	0.654	25.5	45.7	22000	346	0.291	0.0589	3.82	5.51	1.66
LYCCK1	0.157	0.00113	236.8	0.934	0.59	17.9	24.8	22000	231	0.336	0.0662	3.21	4.63	1.39
LYCCK2	0.262	0.000677	219.1	0.861	0.504	9.26	14.9	22000	213	0.407	0.139	2.7	3.9	1.17
LYCCK3	0.139	0.00119	205.5	0.941	0.616	20.1	26.3	22000	201	0.371	0.0588	3.27	4.72	1.42
LYCCK4	0.208	0.000932	224.8	0.904	0.561	13.3	20.5	22000	218	0.37	0.0958	3.02	4.36	1.31
LYCCK5	0.548	0.00031	191.4	0.665	0.367	3.82	6.82	22000	188	0.37	0.335	1.92	2.77	0.834
LYCCK6	0.178	0.000817	210.8	0.905	0.542	12.8	18	22000	207	0.399	0.0946	2.89	4.17	1.25
LYCCK7	0.158	0.000969	237.4	0.919	0.562	15	21.3	22000	232	0.408	0.0806	3.06	4.41	1.33
LYCCK8	0.369	0.000611	219	0.83	0.485	7.9	13.4	22000	212	0.404	0.17	2.6	3.75	1.13
LYCCK9	0.34	0.00068	219	0.85	0.505	8.93	15	22000	213	0.388	0.15	2.7	3.9	1.17
LYCNPK1	0.207	0.000956	214.6	0.918	0.571	15.1	21	22000	207	0.413	0.0817	3.05	4.39	1.32
LYCNPK2	0.148	0.00124	239.6	0.941	0.606	20.2	27.3	22000	235	0.386	0.0586	3.31	4.77	1.44
LYCNPK3	0.206	0.000903	250.1	0.91	0.544	13.8	19.9	22000	244	0.457	0.0899	2.99	4.31	1.3
LYCNPK4	0.122	0.00125	237.9	0.946	0.611	21.1	27.5	22000	228	0.389	0.0544	3.32	4.78	1.44
LYCNPK5	0.116	0.00154	256.6	0.953	0.641	25.1	33.8	22000	243	0.385	0.0473	3.52	5.08	1.53
LYCNPK6	0.183	0.000967	234.4	0.924	0.565	15.7	21.3	22000	225	0.46	0.0758	3.06	4.41	1.33
LYCNPK7	0.113	0.00165	496.6	0.95	0.579	24.4	36.2	22000	491	0.484	0.0497	3.59	5.18	1.56
LYCNPK8	0.113	0.00119	229.3	0.943	0.602	19.9	26.2	22000	226	0.361	0.0574	3.26	4.71	1.42
LYCNPK9	0.147	0.000999	204.2	0.926	0.584	16.1	22	22000	199	0.37	0.0745	3.09	4.46	1.34
LYCNPKM1	0.248	0.000941	254.8	0.904	0.548	13.5	20.7	22000	251	0.381	0.0961	3.03	4.37	1.32
LYCNPKM3	0.144	0.00112	276.9	0.934	0.573	17.9	24.7	22000	269	0.426	0.0661	3.21	4.63	1.39
LYCNPKM4	0.123	0.00136	262.8	0.945	0.612	21.6	30	22000	259	0.338	0.0552	3.4	4.91	1.48
LYCNPKM5	0.123	0.00129	246.9	0.945	0.611	21.3	28.5	22000	240	0.415	0.0549	3.35	4.83	1.45
LYCNPKM6	0.178	0.00116	263.2	0.93	0.583	17.7	25.6	22000	260	0.41	0.0703	3.24	4.68	1.41
LYCNPKM7	0.0922	0.00156	274.4	0.955	0.631	25.8	34.3	22000	271	0.382	0.0451	3.54	5.1	1.54
LYCNPKM8	0.115	0.00124	275.8	0.943	0.59	20.4	27.4	22000	272	0.385	0.0568	3.31	4.77	1.44
LYCNPKM9	0.145	0.00116	256.2	0.932	0.585	17.8	25.5	22000	253	0.319	0.0675	3.24	4.67	1.41
LYYCK1	0.163	0.000802	254.2	0.909	0.522	12.8	17.7	22000	245	0.488	0.0913	2.87	4.14	1.25
LYYCK2	0.121	0.000858	213.7	0.922	0.551	14.6	18.9	22000	206	0.454	0.0776	2.94	4.24	1.28
LYYCK3	0.258	0.000761	235.9	0.889	0.519	11.3	16.7	22000	228	0.467	0.111	2.82	4.06	1.22
LYYCK4	0.193	0.000849	221.2	0.911	0.546	13.5	18.7	22000	213	0.472	0.0892	2.93	4.22	1.27
LYYCK5	0.114	0.00109	248.8	0.937	0.578	18.1	23.9	22000	243	0.418	0.0633	3.17	4.58	1.38
LYYCK6	0.238	0.000816	269	0.896	0.52	12	18	22000	257	0.512	0.104	2.89	4.17	1.25
LYYCK7	0.316	0.000431	204.5	0.804	0.428	6.21	9.49	22000	193	0.495	0.196	2.25	3.25	0.977
LYYCK8	0.26	0.000634	240.7	0.865	0.482	9.11	13.9	22000	236	0.451	0.135	2.63	3.8	1.14
LYYCK9	0.251	0.000496	280.1	0.845	0.425	7.5	10.9	22000	275	0.511	0.155	2.39	3.45	1.04
LYYNPK1	0.296	0.000572	204.4	0.859	0.48	8.73	12.6	22000	196	0.477	0.141	2.53	3.65	1.1
LYYNPK3	0.393	0.000514	244.7	0.805	0.443	6.73	11.3	22000	239	0.463	0.195	2.43	3.5	1.05
LYYNPK4	0.131	0.00113	237.5	0.933	0.59	17.7	24.9	22000	232	0.399	0.0674	3.21	4.64	1.4
LYYNPK5	0.155	0.000964	265.9	0.921	0.549	15.1	21.2	22000	262	0.422	0.0789	3.05	4.41	1.33
LYYNPK6	0.18	0.000968	241.9	0.916	0.562	14.6	21.3	22000	231	0.422	0.0842	3.06	4.41	1.33
LYYNPK7	0.242	0.000796	257.9	0.891	0.519	11.5	17.5	22000	248	0.446	0.109	2.86	4.13	1.24
LYYNPK8	0.185	0.000758	279.6	0.895	0.501	11.4	16.7	22000	275	0.449	0.105	2.81	4.06	1.22
LYYNPK9	0.134	0.0013	428.6	0.937	0.555	19.1	28.6	22000	422	0.454	0.0629	3.35	4.84	1.46
LYYNPKM1	0.363	0.00046	223.5	0.813	0.433	6.64	10.1	22000	211	0.519	0.187	2.32	3.34	1.01
LYYNPKM2	0.372	0.000444	207.9	0.807	0.431	6.44	9.76	22000	199	0.485	0.193	2.28	3.29	0.99
LYYNPKM3	0.402	0.000561	252.2	0.809	0.456	7.11	12.3	22000	246	0.457	0.191	2.51	3.63	1.09
LYYNPKM4	0.453	0.000469	225.6	0.769	0.433	5.87	10.3	22000	220	0.439	0.231	2.33	3.37	1.01
LYYNPKM5	0.301	0.000673	210.7	0.866	0.507	9.54	14.8	22000	204	0.41	0.134	2.7	3.89	1.17
LYYNPKM6	0.212	0.000702	197	0.902	0.522	11.8	15.5	22000	189	0.484	0.0982	2.74	3.95	1.19
LYYNPKM7	0.396	0.0004	197.4	0.78	0.413	5.61	8.8	22000	193	0.412	0.22	2.17	3.14	0.944
LYYNPKM8	0.247	0.000826	269.5	0.893	0.521	11.8	18.2	22000	262	0.456	0.107	2.9	4.18	1.26
LYYNPKM9	0.174	0.000732	233.5	0.898	0.514	11.6	16.1	22000	223	0.451	0.102	2.78	4.01	1.21
LCCCK1	0.105	0.0017	269.2	0.957	0.649	27.7	37.4	22000	266	0.39	0.0427	3.62	5.22	1.57
LCCCK2	0.121	0.00151	250.6	0.95	0.637	24.3	33.3	22000	246	0.393	0.0499	3.51	5.06	1.52
LCCCK3	0.1	0.00163	291.7	0.954	0.632	25.8	35.8	22000	287	0.392	0.0462	3.58	5.16	1.55
LCCCK4	0.199	0.00111	422	0.914	0.529	14.9	24.4	22000	417	0.462	0.0865	3.19	4.61	1.39
LCCCK5	0.206	0.00117	300.1	0.921	0.571	16.6	25.7	22000	294	0.451	0.0787	3.25	4.69	1.41
LCCCK6	0.127	0.00134	334	0.939	0.584	20.1	29.5	22000	330	0.435	0.061	3.38	4.88	1.47
LCCCK7	0.141	0.00154	362	0.941	0.6	21.9	33.9	22000	353	0.444	0.059	3.52	5.08	1.53
LCCCK8	0.169	0.0014	338.4	0.936	0.589	19.8	30.7	22000	334	0.4	0.0644	3.42	4.94	1.49
LCCCK9	0.0911	0.00183	392.9	0.956	0.619	27.4	40.2	22000	390	0.407	0.0443	3.69	5.33	1.6
LCCNPK1	0.128	0.00149	435.4	0.939	0.576	20.6	32.8	22000	431	0.417	0.0613	3.49	5.04	1.52
LCCNPK2	0.148	0.00145	414.5	0.936	0.575	19.8	31.8	22000	409	0.437	0.0644	3.46	4.99	1.5
LCCNPK3	0.163	0.00151	365.3	0.938	0.596	21	33.2	22000	356	0.412	0.0615	3.5	5.05	1.52
LCCNPK4	0.178	0.00129	315.4	0.932	0.583	18.8	28.3	22000	309	0.448	0.0675	3.34	4.82	1.45
LCCNPK5	0.182	0.00108	286.3	0.921	0.563	15.9	23.9	22000	281	0.461	0.0794	3.17	4.58	1.38
LCCNPK6	0.114	0.00126	320.4	0.939	0.577	19.5	27.6	22000	315	0.456	0.0608	3.32	4.79	1.44
LCCNPK7	0.145	0.0015	299.8	0.947	0.615	23.4	33	22000	295	0.429	0.0527	3.5	5.05	1.52
LCCNPK8	0.137	0.00134	304.2	0.941	0.595	20.6	29.5	22000	294	0.444	0.0587	3.38	4.88	1.47
LCCNPK9	0.135	0.00146	401.2	0.942	0.58	21.3	32.1	22000	395	0.462	0.0577	3.47	5.01	1.51
LCCNPKM1	0.213	0.0012	342.2	0.918	0.563	16.3	26.4	22000	336	0.472	0.0817	3.27	4.72	1.42
LCCNPKM2	0.124	0.00137	340.6	0.939	0.585	20.2	30.2	22000	337	0.411	0.0613	3.41	4.91	1.48
LCCNPKM3	0.109	0.00148	308.1	0.949	0.61	23.5	32.5	22000	301	0.437	0.0505	3.48	5.02	1.51
LCCNPKM4	0.285	0.000988	296.1	0.891	0.542	12.7	21.7	22000	293	0.425	0.109	3.08	4.44	1.34
LCCNPKM5	0.244	0.000932	326.4	0.894	0.524	12.3	20.5	22000	317	0.45	0.106	3.02	4.36	1.31
LCCNPKM6	0.199	0.000884	262.1	0.906	0.534	13	19.4	22000	258	0.375	0.0944	2.97	4.28	1.29
LCCNPKM7	0.254	0.00103	335.2	0.899	0.538	13.3	22.6	22000	329	0.482	0.101	3.12	4.5	1.35
LCCNPKM8	0.156	0.00138	398.3	0.938	0.573	20	30.3	22000	387	0.503	0.0625	3.41	4.92	1.48
LCCNPKM9	0.397	0.000581	216.8	0.819	0.477	7.58	12.8	22000	209	0.452	0.181	2.55	3.68	1.11
LEQYCK1	0.278	0.000336	124.1	0.808	0.421	5.77	7.38	22000	115	0.405	0.192	2	2.88	0.868
LEQYCK2	0.228	0.000459	134.7	0.844	0.475	7.36	10.1	22000	130	0.328	0.156	2.31	3.34	1
LEQYCK3	0.645	0.000218	130.9	0.563	0.323	2.84	4.79	22000	128	0.318	0.437	1.57	2.26	0.681
LEQYCK4	0.409	0.000263	135.9	0.727	0.36	4.14	5.79	22000	132	0.376	0.273	1.76	2.53	0.763
LEQYCK6	0.239	0.000557	150.1	0.863	0.504	8.59	12.3	22000	145	0.329	0.137	2.51	3.62	1.09
LEQYCK7	0.284	0.00049	168.1	0.821	0.466	6.91	10.8	22000	164	0.364	0.179	2.38	3.43	1.03
LEQYCK8	0.505	0.000216	139.1	0.637	0.318	3.17	4.76	22000	135	0.316	0.363	1.56	2.25	0.678
LEQYNPK1	0.195	0.00138	259.9	0.933	0.615	19.8	30.4	22000	257	0.326	0.0667	3.41	4.93	1.48
LEQYNPK2	0.224	0.000843	222.1	0.887	0.542	11.4	18.5	22000	218	0.315	0.113	2.92	4.21	1.27
LEQYNPK3	0.164	0.00112	274.5	0.915	0.574	15.1	24.6	22000	266	0.371	0.0849	3.2	4.62	1.39
LEQYNPK4	0.246	0.000953	238.1	0.895	0.558	12.6	21	22000	234	0.34	0.105	3.04	4.39	1.32
LEQYNPK5	0.19	0.00108	241	0.919	0.581	15.6	23.9	22000	235	0.339	0.081	3.17	4.58	1.38
LEQYNPK6	0.215	0.00129	257.6	0.924	0.604	17.7	28.3	22000	253	0.335	0.0761	3.34	4.82	1.45
LEQYNPK7	0.168	0.00109	214.9	0.924	0.594	16.4	24	22000	210	0.327	0.0757	3.18	4.58	1.38
LEQYNPK8	0.164	0.0012	214.2	0.931	0.615	18.2	26.4	22000	205	0.354	0.0689	3.27	4.72	1.42
LEQYNPKM1	0.0923	0.00159	223.7	0.955	0.659	25.9	34.9	22000	219	0.277	0.0454	3.55	5.12	1.54
LEQYNPKM2	0.164	0.00161	317.9	0.941	0.622	22.3	35.4	22000	311	0.369	0.0591	3.57	5.15	1.55
LEQYNPKM3	0.104	0.00181	292.2	0.954	0.65	27	39.7	22000	289	0.303	0.0459	3.68	5.31	1.6
LEQYNPKM4	0.112	0.00132	251.9	0.94	0.611	20.2	29	22000	248	0.325	0.0601	3.37	4.86	1.46
LEQYNPKM5	0.0976	0.00161	213.8	0.954	0.667	26.1	35.3	22000	209	0.281	0.0455	3.57	5.14	1.55
LEQYNPKM6	0.259	0.0013	253.3	0.911	0.607	16.3	28.6	22000	251	0.282	0.089	3.35	4.84	1.46
LEQYNPKM7	0.19	0.000903	204.2	0.908	0.566	13.4	19.9	22000	196	0.371	0.0923	2.99	4.31	1.3
LEQYNPKM8	0.131	0.0015	353.6	0.94	0.597	21.2	32.9	22000	350	0.405	0.0603	3.49	5.04	1.52
LEQYNPKM9	0.38	0.000831	227.1	0.837	0.537	9.14	18.3	22000	223	0.295	0.163	2.91	4.19	1.26
LEYCCK1	0.223	0.000735	203.8	0.878	0.526	10.3	16.2	22000	199	0.37	0.122	2.78	4.02	1.21
LEYCCK2	0.163	0.000964	178.3	0.923	0.593	15.4	21.2	22000	173	0.356	0.0775	3.05	4.41	1.33
LEYCCK3	0.151	0.0012	201.7	0.933	0.619	18.5	26.3	22000	196	0.36	0.0672	3.27	4.72	1.42
LEYCCK4	0.158	0.00124	238.6	0.935	0.606	19.2	27.2	22000	233	0.385	0.0646	3.3	4.77	1.43
LEYCCK5	0.26	0.000659	200.2	0.869	0.508	9.44	14.5	22000	193	0.392	0.131	2.67	3.86	1.16
LEYCCK6	0.27	0.000562	158.6	0.857	0.501	8.44	12.4	22000	152	0.379	0.143	2.51	3.63	1.09
LEYCCK7	0.172	0.00115	216.8	0.931	0.604	18	25.4	22000	211	0.401	0.0687	3.23	4.67	1.4
LEYCCK8	0.163	0.00106	234.5	0.919	0.579	15.4	23.3	22000	229	0.374	0.0806	3.15	4.54	1.37
LEYCCK9	0.15	0.00119	241.5	0.929	0.601	17.5	26.2	22000	229	0.37	0.0712	3.26	4.71	1.42
LEYCNPK1	0.179	0.00121	305	0.925	0.576	17.2	26.6	22000	297	0.443	0.0752	3.28	4.73	1.42
LEYCNPK2	0.177	0.00124	289.7	0.926	0.59	17.4	27.3	22000	272	0.436	0.0745	3.31	4.77	1.44
LEYCNPK3	0.228	0.00107	249.2	0.915	0.576	15.3	23.6	22000	242	0.391	0.0854	3.16	4.56	1.37
LEYCNPK4	0.21	0.00126	255.2	0.928	0.606	18.3	27.6	22000	239	0.379	0.0718	3.32	4.79	1.44
LEYCNPK5	0.274	0.000963	198.7	0.895	0.58	13	21.2	22000	194	0.282	0.105	3.05	4.41	1.33
LEYCNPK6	0.213	0.000926	203.6	0.911	0.568	13.9	20.4	22000	201	0.327	0.089	3.01	4.35	1.31
LEYCNPK7	0.106	0.00164	252.8	0.955	0.65	26.6	36.1	22000	250	0.295	0.0445	3.59	5.17	1.56
LEYCNPK8	0.139	0.00109	200.2	0.931	0.602	17.2	23.9	22000	194	0.344	0.0693	3.17	4.58	1.38
LEYCNPK9	0.468	0.000355	191.1	0.735	0.408	4.74	7.82	22000	155	0.436	0.265	2.06	2.97	0.893
LEYCNPKM1	0.12	0.0013	225.3	0.943	0.623	20.8	28.7	22000	219	0.355	0.0572	3.36	4.84	1.46
LEYCNPKM2	0.219	0.000964	205.1	0.912	0.576	14.3	21.2	22000	200	0.348	0.0883	3.05	4.41	1.33
LEYCNPKM3	0.156	0.000769	208	0.905	0.532	12.2	16.9	22000	203	0.373	0.0949	2.83	4.08	1.23
LEYCNPKM4	0.11	0.00101	188.4	0.937	0.595	17.6	22.3	22000	185	0.339	0.0634	3.1	4.48	1.35
LEYCNPKM5	0.11	0.00137	253.4	0.947	0.619	22.2	30.1	22000	244	0.424	0.0531	3.4	4.91	1.48
LEYCNPKM6	0.169	0.00146	208	0.943	0.652	22.5	32.1	22000	204	0.302	0.0566	3.47	5	1.51
LEYCNPKM7	0.221	0.000824	185.6	0.899	0.556	12.2	18.1	22000	183	0.348	0.101	2.9	4.18	1.26
LEYCNPKM8	0.176	0.000861	161	0.913	0.58	13.8	18.9	22000	159	0.287	0.0865	2.94	4.24	1.28
LEYCNPKM9	0.281	0.00045	149.6	0.825	0.467	6.78	9.91	22000	136	0.343	0.175	2.29	3.31	0.996
LEYYCK1	0.257	0.000508	160.7	0.855	0.48	8.07	11.2	22000	153	0.383	0.145	2.41	3.48	1.05
LEYYCK2	0.209	0.000984	231.2	0.915	0.568	14.7	21.7	22000	224	0.387	0.0848	3.08	4.44	1.34
LEYYCK3	0.406	0.000467	187.6	0.776	0.446	5.83	10.3	22000	185	0.382	0.224	2.33	3.36	1.01
LEYYCK4	0.406	0.000581	174.1	0.803	0.496	7	12.8	22000	171	0.32	0.197	2.55	3.68	1.11
LEYYCK5	0.165	0.00108	232.4	0.925	0.588	16.2	23.7	22000	218	0.393	0.0755	3.17	4.57	1.37
LEYYCK6	0.16	0.000813	188	0.911	0.555	13.1	17.9	22000	180	0.398	0.0893	2.88	4.16	1.25
LEYYCK7	0.191	0.000784	174	0.904	0.557	12.5	17.2	22000	166	0.383	0.0957	2.85	4.11	1.24
LEYYCK8	0.357	0.000478	189.5	0.816	0.454	6.76	10.5	22000	179	0.433	0.184	2.35	3.4	1.02
LEYYCK9	0.422	0.000327	163.9	0.742	0.389	4.69	7.19	22000	159	0.412	0.258	1.97	2.85	0.857
LEYYNPK1	0.19	0.00102	278.3	0.916	0.554	15	22.4	22000	273	0.427	0.0836	3.11	4.48	1.35
LEYYNPK2	0.677	0.000205	157.8	0.522	0.299	2.58	4.52	22000	154	0.394	0.478	1.51	2.18	0.655
LEYYNPK3	0.285	0.0006	177.9	0.85	0.499	8.41	13.2	22000	176	0.311	0.15	2.58	3.72	1.12
LEYYNPK4	0.139	0.00137	249.3	0.938	0.618	20.2	30.1	22000	246	0.304	0.0617	3.4	4.91	1.48
LEYYNPK5	0.185	0.0011	268.5	0.921	0.572	16	24.3	22000	264	0.408	0.079	3.19	4.6	1.38
LEYYNPK6	0.158	0.00107	204.2	0.921	0.595	15.8	23.5	22000	202	0.271	0.0786	3.16	4.56	1.37
LEYYNPK7	0.313	0.000557	175.6	0.827	0.49	7.42	12.3	22000	167	0.345	0.173	2.51	3.62	1.09
LEYYNPK8	0.207	0.000857	228.1	0.9	0.542	12.4	18.9	22000	226	0.339	0.0996	2.94	4.24	1.28
LEYYNPK9	0.296	0.00096	246.3	0.887	0.556	12.5	21.1	22000	242	0.35	0.113	3.05	4.4	1.32
LEYYNPKM1	0.59	0.000194	143	0.584	0.298	2.8	4.27	22000	131	0.409	0.416	1.45	2.1	0.631
