	SEQYCK1	SEQYCK2	SEQYCK3	SEQYCK4	SEQYCK5	SEQYCK6	SEQYCK7	SEQYCK9	SEQYNPK1	SEQYNPK2	SEQYNPK3	SEQYNPK4	SEQYNPK5	SEQYNPK6	SEQYNPK7	SEQYNPK8	SEQYNPK9	SEQYNPKM1	SEQYNPKM2	SEQYNPKM3	SEQYNPKM4	SEQYNPKM5	SEQYNPKM6	SEQYNPKM7	SEQYNPKM8	SEQYNPKM9	SEYCCK1	SEYCCK2	SEYCCK3	SEYCCK4	SEYCCK5	SEYCCK6	SEYCCK7	SEYCCK8	SEYCCK9	SEYCNPK2	SEYCNPK3	SEYCNPK4	SEYCNPK5	SEYCNPK6	SEYCNPK7	SEYCNPK8	SEYCNPK9	SEYCNPKM1	SEYCNPKM2	SEYCNPKM3	SEYCNPKM4	SEYCNPKM5	SEYCNPKM6	SEYCNPKM7	SEYCNPKM8	SEYCNPKM9	SEYYCK1	SEYYCK2	SEYYCK3	SEYYCK4	SEYYCK5	SEYYCK6	SEYYCK7	SEYYCK8	SEYYCK9	SEYYNPK1	SEYYNPK2	SEYYNPK3	SEYYNPK4	SEYYNPK5	SEYYNPK6	SEYYNPK7	SEYYNPK8	SEYYNPK9	SEYYNPKM1	SEYYNPKM2	SEYYNPKM3	SEYYNPKM4	SEYYNPKM5	SEYYNPKM6	SEYYNPKM7	SEYYNPKM8	SEYYNPKM9	SECCCK1	SECCCK2	SECCCK3	SECCNPK1	SECCNPK2	SECCNPK3	SECCNPKM1	SECCNPKM2	SECCNPKM3	SEJX20CK1	SEJX20CK2	SEJX20CK3	SEJX20CK4	SEJX20CK5	SEJX20CK6	SEJX20CK7	SEJX20CK9	SEJX20NPK1	SEJX20NPK2	SEJX20NPK3	SEJX20NPK4	SEJX20NPK5	SEJX20NPK6	SEJX20NPK7	SEJX20NPK8	SEJX20NPK9	SEJX20NPKM1	SEJX20NPKM2	SEJX20NPKM3	SEJX20NPKM4	SEJX20NPKM5	SEJX20NPKM8	SEJX20NPKM9	SEHL20CK1	SEHL20CK2	SEHL20CK3	SEHL20NPK1	SEHL20NPK2	SEHL20NPK3	SEHL20NPKM1	SEHL20NPKM2
OTU_10621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	262	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_293	0	0	0	0	0	2	1	25	20	1	0	0	0	21	3	2	8	31	16	22	18	2	0	17	0	0	9	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	9	7	0	2	0	0	0	0	0	10	10	0	16	0	0	0	0
OTU_211	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	1	0	0	0	2	1	2	2	0	0	6	3	0	0	1	4	0	7	0	0	11	0	0	0	0	9	0	0	0	0	17	0	0	0	0	0	2	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	54	0	1	0	2	0	2
OTU_1242	5	1	3	1	0	0	0	0	1	0	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	5	2	1	0	1	2	3	1	3	0	40	67	2	2	0	2	0	0	2	1	15	39	47	1	1	0	0
OTU_2238	0	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	2	0	17	70	0	0	1	0	1	0	0	60	3	81	1	2	3	2	0
OTU_196	0	1	4	1	0	2	10	2	0	0	0	3	0	1	0	5	0	0	17	19	1	1	0	8	0	2	1	4	0	3	0	0	6	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	8	1	33	47	0	0	0	0	0	0	0	13	9	3	12	3	3	2	0
OTU_310	0	0	0	0	11	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	3	0	1	0	2	71	3	8	0	0	4	0	2	0	72	4	0	0	3	11	5	0	0	2	2	1	0	2	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_8312	0	0	0	0	37	29	12	0	11	3	0	0	1	0	12	0	2	14	1	0	2	1	2	3	4	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	3	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	4	1	0	3	1	2	1	3	2	1	6	7	0	17	12	1	7	0	3	0	0	0	0	0	0	0	2	0	0	2	1	1	0	1	4	0	1	2	0	0	1	4	1	0	0	1	0	2	1	0	0	0	4	0	0	3	5	1	0	0	0	0
OTU_3415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	44	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	7	0	0	0	1	1	2	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	25	8	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	2	0	0	0	0	0	0	0	0	9	1	0	0	2	102	0	0	0	0	1	0	0	0
OTU_2788	0	0	0	0	0	9	10	19	5	0	0	0	3	0	8	0	0	12	1	0	2	0	3	1	7	1	2	0	0	2	0	0	0	0	0	0	0	1	3	1	0	4	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	11	0	0	0	20	4	5	0	0	22	0	0	52	2	0	8	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	4	0	14	0	0	1	0	0	0	0	1	0	0	0	0
OTU_817	0	0	0	0	1	11	0	1	1	0	0	0	24	20	6	9	5	9	13	0	0	20	19	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	10	19	0	0	6	10	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	13	9	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_1547	0	0	0	0	0	0	0	0	1	91	0	0	21	26	0	1	4	0	2	1	15	8	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28	0	0	22	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4626	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	3	0	6	0	0	0	0	0	1	0	0	23	0	0	0	0	3	0	0	9	0	0	6	0	8	2	1	29	0	5	7	38	14	0	4	0	0	0	0	0	0	0	10	3	0	10	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	3	4	23	0	0	0	0	0	0
OTU_12	0	0	0	0	0	0	5	2	1	0	0	0	1	0	1	2	0	1	1	0	30	6	4	0	3	0	4	2	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	3	0	0	0	5	1	0	0	2	2	0	0	0	0	0	0	1	0	8	1	1	11	0	3	3	1	0	0	0	1	0	0	0	22	0	0	4	2	23	0	1	0	1	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	5	8	5	0	0	0	0	7	24	12	12	0	0	0	0
OTU_1755	0	0	0	0	27	26	35	0	9	1	0	0	0	0	28	0	0	16	0	0	5	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	4	25	1	3	36	2	1	0	0	0	0	0	1	0	0	13	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_153	1	0	0	1	2	0	2	1	8	3	0	2	3	4	0	1	2	5	38	3	2	4	14	13	12	5	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	3	1	9	29	0	0	1	0	0	0	2	34	11	8	5	0	1	1	0
OTU_3466	0	0	0	0	1	2	1	0	0	1	0	0	0	2	0	1	0	0	0	1	225	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_188	0	0	1	0	0	0	1	0	0	3	0	0	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	2	0	8	0	0	0	111	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	80	0	0	0	1	0	0	0	0
OTU_275	0	0	0	0	0	0	10	24	14	1	0	0	23	2	5	12	3	7	1	22	5	0	0	5	16	56	0	1	0	0	6	0	0	0	0	0	0	2	3	0	0	0	10	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	4	2	1	0	0	0	0	0
OTU_241	0	0	0	0	0	0	13	0	0	3	0	0	25	39	14	2	0	5	5	0	11	44	38	14	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_221	0	0	0	0	1	0	9	24	11	0	0	0	24	13	5	2	3	6	23	2	6	31	14	1	3	1	7	2	0	0	0	0	0	0	0	0	0	5	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	1	8	1	0	8	0	0	0	0
OTU_3691	0	0	3	3	0	1	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	3	1	5	6	1	8	7	5	6	3	18	1	8	0	2	2	0	0	2	4	0	4	0	0	0	3	0	1	3	4	2	1	1	0	0	1	0	0	0	0	5	1	0	0	1	1	0	1	2	8	1	11	0	0	0	0	4	1	0	0	5	3	4	1	0	0	0	13	0	0	3	6	4	0	0	0	9	0	3	3	3	4	0	1	1	0	6	3	5	2
OTU_2530	0	0	0	1	1	50	1	2	17	0	0	0	0	0	21	0	0	55	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	0	0	0	0	44	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11889	0	0	0	0	38	32	17	3	10	2	0	0	2	1	12	0	3	11	3	1	1	1	6	1	4	2	0	2	0	0	0	0	1	0	0	0	0	4	4	0	1	1	2	0	1	0	2	0	0	0	0	2	0	1	0	0	8	6	2	2	0	0	0	3	3	2	0	2	2	1	2	8	6	4	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
OTU_9951	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0	1	0	0	0	0	5	4	7	3	1	1	0	6	1	1	0	9	5	0	6	2	2	0	0	3	0	0	4	2	4	2	0	7	0	1	4	5	16	9	3	1	0	0	0	0	0	0	0	0	3	2	3	0	3	5	0	1	17	3	0	6	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	14	0	0	3	1	2	0	1	1	1	0	0	2	0	11	0	0	0	5	21	1	0	0
OTU_222	0	0	0	0	9	0	0	0	0	2	0	0	5	3	0	0	11	6	0	0	34	12	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	0	0	0	5	0	1	0	4	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	7	0	10	0	0	0	0	0	0	0	1	0	0	1	0	7	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	49	4	0	8	0	0	0	0
OTU_13371	0	0	0	0	4	76	5	0	44	3	0	0	0	1	15	0	1	5	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	10	0	1	2	14	1	1	1	0	15	4	0	0	1	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_578	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1	0	0	0	0	0	0	0	14	28	13	118	2	0	0	0
OTU_2579	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	1	147	2	62	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_11888	0	0	2	0	10	27	13	2	9	1	0	1	0	2	5	0	1	7	1	2	3	0	1	0	3	1	0	0	0	0	0	0	2	0	0	0	0	1	4	0	0	0	3	0	1	0	1	0	0	0	2	1	3	1	2	0	1	4	0	0	0	6	1	1	2	12	0	2	14	4	3	12	3	2	4	1	2	0	6	1	1	0	0	0	0	0	0	3	3	2	1	0	0	0	0	1	0	2	1	6	0	0	0	0	0	0	1	1	0	0	1	1	3	1	3	2	0	0	0	0
OTU_560	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	7	0	0	0	177	0	0	1	0	0	0	0	0	3	26	1	0	1	0	0
OTU_7679	0	0	0	0	0	0	1	0	0	0	0	0	0	0	129	0	1	68	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2025	0	1	2	2	0	0	39	0	26	0	2	0	0	0	1	4	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	26	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	3	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	2	0	2
OTU_171	0	0	0	0	0	0	7	7	13	2	1	0	0	12	3	11	10	12	1	27	2	2	1	20	2	2	23	5	0	2	1	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	7	0	0	1	1	1	0	0	0	0	0	0	0	10	8	1	0	0	1	0	0	0	10	3	1	4	1	0	0	0
OTU_3576	0	0	0	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	6	0	0	0	1	0	0	0	1	1	2	0	0	6	0	1	18	0	0	0	0	3	0	0	0	3	3	0	0	1	3	0	0	0	0	6	0	5	0	0	1	116	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	1	0	0	0	0	3	0	2	0	1	0	0	0	0
OTU_1418	0	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	1	0	0	0	0	0	0	1	0	26	0	0	2	86	0	8	0	0	15	0	20	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5877	1	0	0	0	0	0	0	8	5	0	1	1	2	0	12	2	3	6	1	1	7	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2	5	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	1	1	0	18	31	1	0	1	0	0	0	2	11	15	14	6	0	2	1	0
OTU_1409	0	0	1	0	34	8	13	6	0	6	0	0	1	2	0	0	14	1	0	1	1	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	21	0	0	0	8	61	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	1	6	0	3	0	1	0	0	0	0
OTU_9236	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12740	0	0	0	0	0	0	45	48	1	9	0	0	0	2	0	1	1	42	3	1	4	2	17	17	0	0	0	4	0	0	8	0	0	0	0	0	0	0	6	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_991	0	0	0	0	34	26	7	0	0	0	0	0	0	0	1	0	9	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	21	0	0	0	8	6	0	16	0	0	4	16	0	0	0	12	0	23	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_308	0	0	0	0	3	10	1	3	0	1	0	0	0	4	0	1	0	2	0	0	0	1	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	4	0	1	0	1	0	16	1	0	0	0	6	0	0	0	0	4	0	25	0	1	0	0	0	50	1	5	2	3	0	0	7	0	0	0	0	0	1	0	0	0	5	5	0	6	4	0	27	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0
OTU_592	0	1	0	0	0	4	8	29	6	0	0	0	1	2	4	11	9	9	20	22	6	3	5	2	8	34	2	1	0	0	0	0	2	1	0	0	0	0	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	7	1	0	1	0	0	0
OTU_2214	0	0	0	0	0	61	0	0	0	0	0	0	0	2	1	0	0	0	2	1	14	0	17	0	51	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU_3250	1	1	1	1	8	0	1	14	1	3	0	1	10	14	16	0	0	1	0	0	11	1	0	3	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28	0	0	0	0	0	0	0	15	4	14	26	0	0	1	0
OTU_507	0	0	2	0	1	0	24	58	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	85	2	0	0	0	1
OTU_6362	0	0	0	0	0	0	0	1	12	28	0	0	2	36	0	3	0	0	0	2	10	4	1	7	0	1	0	0	0	0	0	0	0	0	1	0	7	0	1	0	1	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	1	1	0	0	0	0	29	1	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	4	4	0	1	0	0	6	9	9	0	3	1	0	0	0
OTU_5867	15	8	19	10	0	0	0	0	1	0	9	11	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	11	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	1	3	5	4	0	4	0	1	0	4	1	2	5	5	3	12	4	1	3	6	4	4	0	0	9	2	4	3	0	6	5	6
OTU_6231	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	1	110	2	0	1	0	2	0	0	26	3	29	0	0	3	0	0
OTU_277	3	1	1	0	0	0	8	2	1	3	1	4	1	0	0	0	0	0	0	1	0	5	3	13	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	3	0	0	1	0	1	1	1	1	0	8	16	3	4	0	0	0	2	0	1	56	15	31	0	1	0	2
OTU_146	0	0	0	0	1	0	41	49	18	0	0	0	0	28	11	16	15	1	4	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	2	1	1	0	10	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
OTU_2492	0	0	0	0	0	0	4	6	0	9	0	0	2	7	11	0	25	51	14	0	0	0	0	25	25	0	13	4	0	0	1	0	4	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
