OTUID	BS	P	LE	RS	RE	SE	VE
OTU_152	2.25E-01	7.01E-04	3.50E-04	1.39E-01	6.73E-03	1.16E-04	6.40E-05
OTU_1520	2.71E-02	2.66E-03	2.96E-04	5.86E-02	1.95E-03	1.65E-02	2.00E-04
OTU_1521	2.52E-02	3.59E-06	5.31E-06	8.91E-03	1.38E-03	1.16E-04	0.00E+00
OTU_1522	4.28E-03	0.00E+00	0.00E+00	5.29E-03	6.31E-04	0.00E+00	0.00E+00
OTU_1523	1.98E-05	1.29E-06	1.85E-06	4.47E-03	4.70E-03	0.00E+00	0.00E+00
OTU_1524	1.63E-02	1.32E-05	1.71E-05	7.68E-03	2.57E-04	1.64E-03	0.00E+00
OTU_1525	4.47E-03	0.00E+00	0.00E+00	5.78E-03	2.00E-03	0.00E+00	0.00E+00
OTU_1526	2.37E-03	0.00E+00	0.00E+00	5.01E-03	4.78E-04	0.00E+00	0.00E+00
OTU_1527	9.63E-04	1.84E-04	3.50E-06	1.21E-02	4.45E-03	4.11E-04	1.31E-04
OTU_1528	2.13E-04	4.22E-06	7.56E-06	2.48E-03	7.46E-03	0.00E+00	0.00E+00
OTU_1529	3.42E-02	3.37E-04	7.50E-05	3.56E-02	1.43E-03	2.64E-04	2.09E-05
OTU_153	2.20E-01	9.78E-04	4.60E-04	1.52E-01	1.74E-02	8.47E-03	7.22E-05
OTU_1530	3.04E-02	3.87E-04	6.63E-05	3.06E-02	1.69E-03	1.25E-03	1.04E-05
OTU_1531	4.64E-03	0.00E+00	6.66E-06	8.87E-03	1.23E-03	0.00E+00	0.00E+00
OTU_1532	7.17E-03	7.41E-06	4.84E-06	3.75E-03	1.93E-04	8.16E-05	0.00E+00
OTU_1533	4.32E-03	7.53E-05	4.62E-06	3.69E-03	9.78E-03	1.37E-04	6.27E-06
OTU_1534	2.95E-03	1.30E-05	0.00E+00	2.92E-03	1.87E-04	0.00E+00	0.00E+00
OTU_1535	2.68E-02	1.30E-05	0.00E+00	6.03E-03	4.20E-04	0.00E+00	0.00E+00
OTU_1536	4.52E-03	1.40E-03	3.93E-04	4.44E-03	1.34E-04	8.58E-04	5.38E-06
OTU_1537	3.17E-03	4.04E-04	1.35E-04	4.70E-03	8.24E-04	8.91E-05	0.00E+00
OTU_1538	0.00E+00	1.05E-03	8.72E-05	4.45E-06	1.67E-06	1.03E-02	0.00E+00
OTU_1539	3.47E-02	4.33E-05	1.97E-05	1.26E-02	1.80E-03	1.04E-04	1.13E-04
OTU_154	3.93E-02	1.65E-03	3.36E-04	4.53E-02	3.75E-01	7.90E-04	1.18E-05
OTU_1540	1.03E-02	0.00E+00	0.00E+00	2.11E-03	1.48E-05	0.00E+00	0.00E+00
OTU_1541	1.05E-02	0.00E+00	0.00E+00	1.54E-03	3.07E-05	0.00E+00	0.00E+00
OTU_1542	6.36E-03	2.20E-05	5.15E-06	9.05E-03	7.62E-04	0.00E+00	0.00E+00
OTU_1543	1.01E-02	0.00E+00	0.00E+00	4.77E-03	1.85E-04	7.58E-04	2.76E-06
OTU_1544	2.58E-03	0.00E+00	6.99E-06	4.62E-03	1.15E-04	0.00E+00	0.00E+00
OTU_1545	4.41E-03	3.56E-06	1.23E-05	9.30E-03	2.49E-04	1.75E-06	0.00E+00
OTU_1546	5.13E-03	4.95E-05	2.53E-05	7.08E-03	3.40E-04	1.11E-05	0.00E+00
OTU_1547	7.41E-06	8.29E-04	1.09E-03	3.62E-05	1.02E-04	8.74E-03	2.58E-05
OTU_1548	4.06E-04	7.27E-05	7.68E-06	1.48E-03	1.16E-02	1.88E-04	0.00E+00
OTU_1549	5.65E-03	2.14E-06	0.00E+00	1.75E-03	1.82E-04	1.29E-04	0.00E+00
OTU_155	8.07E-04	8.81E-02	9.36E-02	1.71E-03	7.94E-04	1.86E-02	8.03E-04
OTU_1551	5.10E-03	7.44E-04	2.10E-04	6.75E-03	7.93E-04	1.62E-04	0.00E+00
OTU_1552	1.84E-05	7.84E-05	0.00E+00	1.40E-05	3.89E-04	0.00E+00	4.53E-06
OTU_1553	1.92E-02	0.00E+00	3.80E-06	3.48E-03	9.85E-05	1.06E-05	0.00E+00
OTU_1554	1.42E-02	4.46E-06	0.00E+00	3.12E-03	1.68E-04	0.00E+00	0.00E+00
OTU_1555	3.44E-03	6.41E-05	2.22E-06	3.84E-03	9.84E-05	1.35E-03	3.79E-06
OTU_1556	8.08E-02	8.91E-05	2.72E-05	7.68E-02	9.77E-03	6.32E-03	6.74E-06
OTU_1557	2.28E-02	9.81E-05	8.15E-06	5.90E-03	3.03E-03	1.37E-04	0.00E+00
OTU_1558	4.25E-04	7.35E-04	1.35E-04	1.23E-02	2.82E-02	3.51E-03	2.38E-05
OTU_1559	4.88E-03	1.71E-05	1.54E-05	2.66E-03	1.70E-04	3.05E-04	0.00E+00
OTU_156	3.92E-02	3.47E-04	7.05E-05	1.37E-01	1.74E-02	7.22E-03	1.39E-04
OTU_1560	2.82E-03	0.00E+00	3.82E-06	2.55E-03	5.54E-03	5.47E-05	0.00E+00
OTU_1561	1.90E-03	3.10E-04	4.38E-04	1.72E-03	5.04E-03	0.00E+00	0.00E+00
OTU_1562	9.61E-03	0.00E+00	0.00E+00	4.11E-03	7.05E-05	0.00E+00	0.00E+00
OTU_1563	3.18E-03	0.00E+00	0.00E+00	3.29E-03	1.57E-04	3.30E-05	0.00E+00
OTU_1564	6.58E-03	1.31E-04	4.00E-05	5.98E-03	6.24E-04	2.23E-04	0.00E+00
OTU_1565	1.47E-02	4.81E-06	0.00E+00	3.91E-03	1.06E-04	0.00E+00	0.00E+00
OTU_1566	2.76E-02	6.88E-06	3.55E-06	1.43E-02	2.29E-03	2.56E-03	0.00E+00
OTU_1567	1.84E-02	2.14E-05	4.21E-05	7.81E-03	2.03E-04	5.06E-05	0.00E+00
OTU_1568	7.91E-03	1.17E-06	9.53E-06	5.63E-03	6.01E-04	7.24E-04	0.00E+00
OTU_1569	1.52E-02	3.59E-06	3.74E-06	4.03E-03	4.10E-03	0.00E+00	0.00E+00
OTU_157	9.66E-02	4.54E-05	1.43E-05	6.80E-02	7.41E-03	1.37E-04	2.59E-05
OTU_1570	1.58E-02	8.50E-05	5.12E-05	1.27E-02	8.21E-04	4.84E-03	0.00E+00
OTU_1571	1.73E-03	0.00E+00	0.00E+00	3.41E-03	6.28E-04	0.00E+00	0.00E+00
OTU_1572	4.37E-03	1.43E-05	5.55E-06	3.12E-03	6.29E-04	0.00E+00	5.93E-06
OTU_1573	4.22E-03	4.91E-06	0.00E+00	1.35E-03	2.89E-05	0.00E+00	0.00E+00
OTU_1574	2.58E-03	1.43E-04	0.00E+00	2.30E-03	1.30E-05	5.11E-06	0.00E+00
OTU_1575	2.73E-02	1.27E-03	4.31E-04	2.76E-02	4.44E-03	2.59E-03	1.09E-03
OTU_1576	1.21E-02	0.00E+00	0.00E+00	2.05E-03	2.42E-05	0.00E+00	0.00E+00
OTU_1577	7.42E-03	0.00E+00	3.54E-06	5.65E-03	3.90E-04	0.00E+00	0.00E+00
OTU_1578	2.38E-04	0.00E+00	0.00E+00	2.41E-03	3.68E-03	5.46E-06	0.00E+00
OTU_1579	4.44E-03	1.21E-03	9.76E-05	1.38E-02	1.43E-02	5.49E-03	2.95E-05
OTU_158	8.20E-02	1.40E-03	1.32E-04	2.99E-02	1.15E-01	1.66E-02	6.03E-05
OTU_1580	1.13E-02	0.00E+00	0.00E+00	3.91E-03	1.36E-04	0.00E+00	0.00E+00
OTU_1581	1.63E-02	5.18E-05	3.54E-06	4.75E-03	1.77E-04	0.00E+00	0.00E+00
OTU_1582	4.85E-03	2.83E-06	0.00E+00	4.39E-03	3.12E-04	0.00E+00	0.00E+00
OTU_1583	1.17E-03	6.34E-06	0.00E+00	4.28E-03	2.34E-04	7.19E-06	0.00E+00
OTU_1584	1.10E-02	3.54E-05	0.00E+00	8.96E-03	1.73E-03	1.95E-04	0.00E+00
OTU_1585	1.79E-02	0.00E+00	0.00E+00	6.02E-03	9.25E-05	0.00E+00	0.00E+00
OTU_1586	1.21E-02	2.25E-05	4.49E-06	2.99E-03	1.07E-02	5.25E-06	0.00E+00
OTU_1587	1.37E-02	8.13E-06	0.00E+00	4.58E-03	1.35E-04	0.00E+00	0.00E+00
OTU_1588	5.18E-03	5.41E-06	1.77E-06	4.19E-03	5.92E-04	2.35E-04	0.00E+00
OTU_1589	2.82E-03	0.00E+00	0.00E+00	5.00E-03	1.48E-03	0.00E+00	0.00E+00
OTU_159	1.92E-03	3.11E-03	1.60E-04	1.23E-02	9.63E-02	9.08E-06	2.23E-05
OTU_1590	4.88E-03	2.47E-06	8.60E-06	2.71E-03	4.96E-05	4.49E-06	0.00E+00
OTU_1591	6.35E-03	1.41E-05	0.00E+00	5.80E-03	8.08E-04	0.00E+00	7.76E-06
OTU_1592	1.07E-02	7.56E-05	4.40E-05	1.18E-02	4.79E-03	2.43E-04	0.00E+00
OTU_1593	4.70E-02	2.66E-05	2.34E-05	2.63E-02	2.02E-03	5.03E-05	2.27E-06
OTU_1594	9.20E-03	0.00E+00	0.00E+00	3.32E-03	2.94E-05	0.00E+00	0.00E+00
OTU_1595	6.37E-03	0.00E+00	1.23E-05	3.91E-03	2.02E-04	1.02E-04	5.88E-06
OTU_1596	7.75E-03	0.00E+00	0.00E+00	5.18E-03	1.23E-04	0.00E+00	0.00E+00
OTU_1597	9.45E-03	5.45E-04	5.54E-04	6.62E-02	1.23E-03	2.86E-02	3.36E-03
OTU_1598	5.27E-03	1.29E-06	1.63E-06	2.67E-03	4.51E-03	3.18E-05	0.00E+00
OTU_1599	1.82E-02	7.87E-05	9.71E-06	9.33E-03	4.62E-04	1.33E-04	0.00E+00
OTU_16	1.32E-02	1.15E+00	1.61E+00	2.01E-02	4.56E-03	1.88E-02	1.69E-02
OTU_160	2.63E-01	8.64E-04	2.40E-04	1.27E-01	9.35E-02	5.51E-03	1.47E-05
OTU_1600	1.84E-03	2.94E-06	1.18E-05	1.01E-03	4.56E-05	0.00E+00	0.00E+00
OTU_1601	1.29E-03	7.78E-06	2.97E-05	5.55E-03	1.10E-02	0.00E+00	0.00E+00
OTU_1602	8.87E-03	0.00E+00	0.00E+00	2.55E-03	2.71E-04	1.10E-05	0.00E+00
OTU_1603	2.07E-02	0.00E+00	9.81E-06	7.82E-05	3.34E-05	0.00E+00	0.00E+00
OTU_1604	4.04E-03	0.00E+00	1.78E-06	3.52E-03	3.19E-03	0.00E+00	0.00E+00
OTU_1605	4.46E-03	0.00E+00	0.00E+00	1.83E-03	1.22E-04	0.00E+00	1.03E-05
OTU_1606	1.01E-02	0.00E+00	5.03E-06	1.27E-03	3.54E-05	0.00E+00	0.00E+00
OTU_1607	6.00E-03	1.19E-05	2.82E-06	3.80E-04	4.97E-05	0.00E+00	0.00E+00
OTU_1608	1.62E-03	7.18E-06	3.15E-05	4.55E-03	2.00E-02	2.24E-04	7.36E-06
OTU_1609	6.11E-06	8.24E-05	4.19E-06	0.00E+00	0.00E+00	7.73E-03	5.07E-05
OTU_161	9.18E-02	1.15E-02	3.59E-03	1.51E-01	2.95E-02	4.16E-03	8.06E-05
OTU_1610	3.54E-03	0.00E+00	0.00E+00	2.94E-03	1.03E-04	0.00E+00	0.00E+00
OTU_1611	2.12E-02	1.52E-05	2.29E-06	8.53E-03	6.20E-04	1.21E-04	0.00E+00
OTU_1612	3.27E-03	1.73E-05	3.54E-06	2.81E-03	1.51E-04	1.03E-04	0.00E+00
OTU_1613	1.13E-03	2.28E-05	3.55E-06	2.51E-03	6.95E-04	0.00E+00	0.00E+00
OTU_1614	1.48E-02	0.00E+00	6.81E-06	5.15E-03	1.35E-04	0.00E+00	0.00E+00
OTU_1615	3.82E-03	3.49E-05	7.37E-06	3.08E-03	2.36E-04	0.00E+00	0.00E+00
OTU_1616	1.42E-03	1.93E-05	0.00E+00	2.27E-03	2.72E-04	3.79E-04	0.00E+00
OTU_1617	1.70E-03	3.40E-06	0.00E+00	4.13E-03	1.52E-04	2.92E-05	0.00E+00
OTU_1618	1.06E-02	0.00E+00	5.83E-06	1.18E-03	5.09E-05	0.00E+00	0.00E+00
OTU_1619	3.37E-03	3.94E-05	3.96E-06	4.06E-03	2.07E-04	1.60E-03	0.00E+00
OTU_162	5.18E-04	7.66E-02	9.56E-03	1.10E-03	2.74E-04	8.24E-02	3.99E-03
OTU_1620	9.48E-05	4.24E-04	6.62E-03	1.77E-05	4.22E-04	3.81E-04	1.59E-04
OTU_1621	8.77E-03	1.51E-05	0.00E+00	2.12E-03	2.17E-04	3.62E-06	1.36E-05
OTU_1622	1.60E-03	0.00E+00	6.12E-06	1.34E-03	4.46E-03	2.71E-06	0.00E+00
OTU_1623	7.71E-06	3.58E-03	4.75E-04	0.00E+00	0.00E+00	2.81E-05	1.00E-04
OTU_1624	5.27E-03	1.70E-04	0.00E+00	3.34E-03	1.32E-04	0.00E+00	0.00E+00
OTU_1625	6.93E-05	3.19E-04	9.42E-05	5.71E-03	2.79E-03	3.30E-04	1.09E-05
OTU_1626	4.29E-03	1.22E-04	1.02E-05	7.81E-03	8.08E-04	4.84E-04	0.00E+00
OTU_1627	2.50E-02	6.22E-05	1.15E-04	1.46E-02	4.86E-04	3.88E-05	0.00E+00
OTU_1628	1.10E-02	1.29E-06	4.84E-06	7.27E-03	7.12E-04	2.32E-03	0.00E+00
OTU_1629	7.75E-02	1.70E-05	4.42E-05	3.04E-02	2.90E-03	1.20E-05	2.76E-06
OTU_163	3.03E-02	2.15E-03	9.60E-04	1.90E-01	3.50E-01	1.18E-02	1.45E-04
OTU_1630	1.08E-03	9.71E-05	9.07E-06	2.74E-03	3.55E-03	3.86E-05	5.13E-06
OTU_1631	2.58E-03	5.47E-06	0.00E+00	8.41E-03	2.35E-03	3.42E-06	0.00E+00
OTU_1632	6.28E-03	3.59E-06	1.20E-05	6.06E-03	4.96E-04	8.47E-05	2.68E-06
OTU_1633	1.61E-02	0.00E+00	0.00E+00	5.40E-03	3.29E-04	0.00E+00	0.00E+00
OTU_1634	3.01E-02	3.56E-06	1.24E-05	4.77E-03	8.00E-05	2.49E-03	0.00E+00
OTU_1635	2.33E-02	3.91E-05	4.41E-06	1.43E-02	6.46E-04	9.98E-04	0.00E+00
OTU_1636	8.55E-03	3.87E-06	0.00E+00	2.01E-03	2.20E-03	0.00E+00	0.00E+00
OTU_1637	6.61E-04	1.88E-03	2.75E-04	8.39E-04	8.11E-04	3.51E-03	0.00E+00
OTU_1638	8.80E-03	1.57E-05	6.25E-06	1.13E-02	9.02E-04	7.14E-04	0.00E+00
OTU_1639	1.19E-03	0.00E+00	0.00E+00	1.43E-03	5.52E-03	0.00E+00	0.00E+00
OTU_164	4.29E-01	3.00E-03	1.52E-03	5.12E-01	5.17E-01	1.09E-02	1.06E-04
OTU_1640	3.75E-02	9.00E-05	5.33E-05	2.72E-02	6.73E-03	1.89E-03	0.00E+00
OTU_1641	2.56E-02	1.88E-05	1.58E-05	7.32E-03	3.33E-04	4.86E-06	0.00E+00
OTU_1642	3.94E-03	3.99E-06	6.19E-06	1.93E-03	2.10E-05	0.00E+00	0.00E+00
OTU_1643	5.66E-03	0.00E+00	7.78E-06	8.07E-03	1.13E-04	1.59E-04	0.00E+00
OTU_1644	4.67E-04	2.84E-04	1.94E-05	1.06E-03	3.47E-04	3.76E-02	5.75E-06
OTU_1645	6.16E-04	2.34E-06	0.00E+00	1.53E-03	5.63E-03	0.00E+00	0.00E+00
OTU_1646	5.26E-04	4.02E-05	0.00E+00	1.76E-03	1.86E-02	6.87E-06	0.00E+00
OTU_1647	4.32E-03	5.73E-06	1.62E-06	3.55E-03	3.08E-04	2.36E-04	0.00E+00
OTU_1648	2.53E-02	2.51E-05	5.34E-05	9.51E-03	8.03E-04	1.39E-03	0.00E+00
OTU_1649	3.76E-02	4.05E-04	6.52E-05	2.92E-02	3.91E-03	1.28E-02	1.75E-05
OTU_165	2.41E-01	7.89E-05	8.89E-05	1.19E-01	9.86E-03	4.18E-04	1.67E-05
OTU_1650	2.60E-03	4.85E-05	5.36E-05	2.68E-03	5.75E-04	1.44E-02	1.44E-05
OTU_1651	7.02E-03	9.36E-06	2.34E-05	3.41E-03	1.86E-04	1.60E-04	0.00E+00
OTU_1652	8.18E-03	4.52E-06	0.00E+00	5.77E-03	1.28E-04	0.00E+00	0.00E+00
OTU_1653	8.28E-03	1.41E-06	0.00E+00	1.08E-03	3.11E-05	0.00E+00	0.00E+00
OTU_1654	1.21E-02	1.81E-04	2.61E-04	1.74E-02	3.60E-03	4.39E-03	0.00E+00
OTU_1655	3.41E-03	1.41E-06	0.00E+00	2.98E-03	1.15E-04	0.00E+00	0.00E+00
OTU_1656	8.98E-04	1.07E-05	0.00E+00	2.34E-03	2.66E-04	0.00E+00	0.00E+00
OTU_1657	4.10E-03	3.28E-05	0.00E+00	4.34E-03	9.81E-05	0.00E+00	0.00E+00
OTU_1658	1.62E-02	1.99E-04	1.48E-05	1.44E-02	1.12E-03	1.13E-03	0.00E+00
OTU_166	2.12E-01	1.44E-03	2.23E-04	1.25E-01	1.14E-01	8.17E-04	1.67E-05
OTU_1660	1.11E-02	1.97E-05	1.62E-06	7.56E-03	7.97E-04	2.66E-04	0.00E+00
OTU_1661	7.66E-03	3.56E-06	0.00E+00	7.45E-03	7.96E-04	1.42E-05	0.00E+00
OTU_1662	2.09E-05	3.51E-03	9.85E-04	8.31E-05	0.00E+00	1.04E-03	0.00E+00
OTU_1663	8.55E-03	1.42E-05	0.00E+00	4.56E-03	2.18E-04	4.14E-06	0.00E+00
OTU_1664	1.44E-03	4.48E-04	3.47E-04	2.10E-03	1.39E-03	1.55E-02	1.97E-05
OTU_1665	2.48E-02	0.00E+00	0.00E+00	5.47E-03	2.56E-04	0.00E+00	0.00E+00
OTU_1666	3.11E-03	2.47E-05	0.00E+00	2.62E-03	1.36E-04	2.96E-04	0.00E+00
OTU_1667	8.30E-04	1.06E-05	2.78E-04	4.38E-04	2.57E-04	3.03E-03	1.28E-05
OTU_1668	1.17E-02	2.33E-04	7.13E-05	1.60E-02	9.30E-03	3.77E-04	1.46E-05
OTU_1669	9.82E-03	7.96E-06	0.00E+00	5.36E-03	2.49E-04	3.16E-04	0.00E+00
OTU_167	3.43E-02	4.13E-03	8.93E-04	4.82E-02	4.94E-02	1.09E-01	6.77E-03
OTU_1670	2.61E-02	3.01E-06	4.39E-06	6.15E-03	9.55E-05	0.00E+00	0.00E+00
OTU_1671	1.20E-02	9.11E-05	2.87E-05	1.40E-02	5.86E-04	1.57E-03	8.55E-06
OTU_1672	8.09E-03	3.40E-06	0.00E+00	4.98E-03	5.88E-05	0.00E+00	0.00E+00
OTU_1673	2.18E-02	3.87E-05	6.52E-06	1.24E-02	8.48E-03	2.55E-05	3.58E-06
OTU_1674	6.33E-03	5.57E-05	1.14E-05	2.73E-03	1.83E-04	1.60E-03	0.00E+00
OTU_1675	1.91E-04	3.77E-05	4.49E-06	1.07E-04	2.49E-03	2.82E-06	2.97E-06
OTU_1676	0.00E+00	8.07E-04	4.08E-05	0.00E+00	0.00E+00	9.94E-04	0.00E+00
OTU_1677	1.05E-02	4.63E-06	0.00E+00	6.62E-03	1.09E-04	0.00E+00	0.00E+00
OTU_1678	7.31E-03	0.00E+00	0.00E+00	3.07E-03	1.77E-04	0.00E+00	0.00E+00
OTU_1679	7.47E-04	5.80E-05	1.28E-04	5.18E-04	6.64E-05	1.95E-03	0.00E+00
OTU_168	1.83E-01	3.41E-04	9.46E-05	1.54E-01	1.49E-02	2.81E-04	1.03E-05
OTU_1680	5.23E-03	1.31E-04	2.87E-04	4.75E-03	1.70E-04	4.43E-04	0.00E+00
OTU_1681	3.25E-03	1.94E-05	1.40E-06	4.09E-03	7.27E-03	4.28E-06	0.00E+00
OTU_1682	1.59E-02	6.95E-06	0.00E+00	3.98E-03	1.18E-03	1.87E-05	0.00E+00
OTU_1683	2.54E-03	4.06E-06	0.00E+00	2.59E-03	1.75E-04	0.00E+00	0.00E+00
OTU_1684	2.98E-02	2.42E-04	1.45E-05	5.12E-02	2.10E-02	1.36E-03	1.48E-06
OTU_1686	1.78E-02	1.31E-05	2.32E-06	8.36E-03	2.37E-04	1.44E-03	5.90E-06
OTU_1687	3.11E-04	0.00E+00	0.00E+00	1.93E-03	6.05E-03	0.00E+00	0.00E+00
OTU_1688	1.30E-02	2.47E-06	3.82E-06	5.96E-03	3.37E-04	5.39E-06	0.00E+00
OTU_1689	6.91E-03	4.74E-06	1.47E-05	1.61E-03	2.38E-05	2.00E-04	0.00E+00
OTU_169	3.81E-01	1.46E-03	3.51E-04	3.19E-01	1.02E-02	1.81E-03	3.80E-05
OTU_1690	5.42E-03	1.12E-05	1.59E-05	1.94E-02	4.43E-04	5.94E-06	0.00E+00
OTU_1691	2.84E-04	3.71E-02	2.40E-02	4.33E-04	8.90E-04	6.64E-03	2.32E-04
OTU_1692	0.00E+00	1.85E-04	4.77E-05	7.89E-05	9.37E-06	4.08E-04	0.00E+00
OTU_1693	1.81E-02	3.85E-06	0.00E+00	8.78E-03	3.43E-04	5.34E-04	0.00E+00
OTU_1694	1.44E-02	4.89E-04	6.89E-05	1.28E-02	1.72E-03	6.11E-03	0.00E+00
OTU_1695	7.65E-03	8.57E-05	2.36E-05	1.15E-02	9.89E-04	1.35E-03	0.00E+00
OTU_1696	5.10E-03	6.87E-06	0.00E+00	4.83E-03	8.69E-05	0.00E+00	0.00E+00
OTU_1697	1.83E-03	0.00E+00	0.00E+00	2.50E-03	9.20E-05	1.33E-04	0.00E+00
OTU_1698	1.74E-02	2.05E-05	2.43E-06	1.58E-02	9.39E-04	4.29E-04	3.60E-06
OTU_1699	3.06E-03	2.88E-04	4.04E-05	4.31E-03	3.72E-04	1.55E-03	0.00E+00
OTU_17	2.02E-02	2.58E+00	2.49E+00	7.88E-02	2.13E-02	7.85E-02	4.26E-03
OTU_170	1.86E-04	4.76E-02	7.63E-02	3.66E-04	1.90E-04	6.36E-04	4.21E-05
OTU_1700	6.14E-03	5.74E-05	0.00E+00	2.97E-03	1.20E-04	0.00E+00	0.00E+00
OTU_1701	9.59E-03	2.48E-05	0.00E+00	6.67E-03	6.19E-04	0.00E+00	0.00E+00
OTU_1702	7.69E-04	0.00E+00	1.62E-06	7.46E-03	3.97E-04	0.00E+00	0.00E+00
OTU_1703	5.48E-03	1.13E-04	1.01E-05	8.92E-03	5.75E-03	1.31E-05	1.04E-05
OTU_1704	0.00E+00	8.66E-05	5.33E-05	0.00E+00	8.12E-06	0.00E+00	0.00E+00
OTU_1705	1.33E-03	7.22E-06	5.07E-05	5.41E-03	1.18E-03	1.22E-05	0.00E+00
OTU_1706	8.07E-03	1.02E-05	1.73E-06	3.41E-03	8.02E-05	4.07E-05	0.00E+00
OTU_1707	4.23E-03	0.00E+00	0.00E+00	1.46E-03	5.68E-05	0.00E+00	0.00E+00
OTU_1708	2.84E-02	0.00E+00	6.42E-05	9.80E-03	6.53E-04	5.60E-04	0.00E+00
OTU_1709	1.15E-03	9.64E-06	0.00E+00	3.98E-03	2.52E-03	0.00E+00	9.92E-06
OTU_171	2.54E-01	3.56E-04	2.11E-04	1.71E-01	8.37E-03	8.86E-03	0.00E+00
OTU_1710	1.34E-03	2.05E-05	3.73E-05	7.38E-03	3.80E-03	7.07E-05	0.00E+00
OTU_1711	1.06E-02	0.00E+00	0.00E+00	5.29E-03	2.79E-04	0.00E+00	0.00E+00
OTU_1712	3.42E-03	3.85E-06	0.00E+00	1.73E-03	4.36E-04	1.59E-04	4.04E-06
OTU_1713	9.58E-03	7.96E-06	7.56E-06	5.13E-03	4.87E-04	0.00E+00	0.00E+00
OTU_1714	9.28E-03	0.00E+00	2.82E-06	5.12E-03	2.03E-04	0.00E+00	0.00E+00
OTU_1715	1.07E-03	0.00E+00	0.00E+00	1.60E-03	1.04E-04	9.25E-04	0.00E+00
OTU_1716	1.10E-03	4.07E-06	0.00E+00	7.56E-03	5.12E-04	0.00E+00	0.00E+00
OTU_1717	9.67E-03	1.62E-05	5.90E-05	7.22E-03	4.88E-04	0.00E+00	0.00E+00
OTU_1718	5.27E-03	0.00E+00	0.00E+00	2.85E-03	1.12E-04	0.00E+00	0.00E+00
OTU_1719	4.55E-03	0.00E+00	0.00E+00	2.78E-03	2.62E-04	3.92E-04	1.58E-05
OTU_172	7.06E-03	1.79E-03	1.76E-03	1.05E-01	1.24E-01	4.17E-04	6.27E-05
OTU_1720	5.25E-03	2.04E-03	1.36E-03	6.00E-02	1.60E-01	3.01E-03	5.67E-05
OTU_1721	3.64E-03	0.00E+00	0.00E+00	5.50E-04	1.30E-05	0.00E+00	0.00E+00
OTU_1722	1.69E-02	8.04E-05	1.79E-05	1.88E-02	1.78E-03	2.83E-03	0.00E+00
OTU_1723	1.75E-03	1.81E-03	8.77E-04	3.96E-03	1.47E-04	6.76E-03	6.51E-06
OTU_1724	1.15E-02	0.00E+00	0.00E+00	1.44E-04	0.00E+00	0.00E+00	0.00E+00
OTU_1725	2.32E-03	8.29E-05	2.05E-05	3.25E-03	6.07E-04	0.00E+00	0.00E+00
OTU_1726	1.35E-02	1.29E-05	4.81E-05	1.53E-02	7.99E-04	3.13E-04	2.96E-06
OTU_1727	1.45E-02	2.09E-05	1.16E-05	1.91E-02	1.32E-03	1.06E-03	0.00E+00
OTU_1728	9.99E-04	0.00E+00	0.00E+00	4.26E-03	1.22E-03	5.75E-04	0.00E+00
OTU_1729	2.79E-02	6.62E-05	3.24E-05	1.79E-02	2.23E-03	8.17E-04	0.00E+00
OTU_173	1.59E-01	1.36E-03	7.02E-03	1.36E-01	2.38E-02	9.68E-03	1.58E-05
OTU_1730	1.75E-03	0.00E+00	0.00E+00	2.26E-03	4.13E-04	0.00E+00	0.00E+00
OTU_1731	8.06E-03	8.14E-05	0.00E+00	1.81E-03	9.66E-05	7.72E-06	0.00E+00
OTU_1732	1.40E-02	1.03E-05	2.83E-06	1.79E-02	6.82E-04	2.86E-04	3.71E-06
OTU_1733	1.85E-02	1.25E-05	4.84E-06	1.28E-02	1.91E-04	3.88E-03	0.00E+00
OTU_1734	1.67E-04	1.19E-04	2.79E-06	1.41E-04	0.00E+00	9.87E-05	0.00E+00
OTU_1735	1.67E-04	1.19E-01	1.50E-01	6.98E-03	4.10E-02	1.79E-02	9.72E-02
OTU_1736	9.23E-03	1.95E-06	9.00E-06	5.15E-03	3.29E-04	2.62E-04	0.00E+00
OTU_1737	1.41E-02	3.40E-06	3.37E-06	1.13E-02	3.19E-03	2.84E-04	0.00E+00
OTU_1738	9.05E-03	1.60E-06	0.00E+00	2.83E-03	4.50E-04	2.07E-05	0.00E+00
OTU_1739	5.15E-03	1.11E-04	2.01E-06	3.99E-03	1.01E-03	5.00E-04	5.99E-06
OTU_174	5.73E-02	5.13E-04	2.69E-04	2.05E-01	7.84E-02	1.94E-03	8.61E-06
OTU_1740	1.71E-03	4.54E-06	0.00E+00	3.20E-03	2.27E-04	0.00E+00	0.00E+00
OTU_1741	3.47E-03	0.00E+00	3.61E-06	1.27E-03	6.67E-05	0.00E+00	0.00E+00
OTU_1742	1.09E-02	0.00E+00	2.54E-06	3.68E-03	3.18E-05	6.26E-05	0.00E+00
OTU_1743	1.03E-02	0.00E+00	0.00E+00	2.20E-03	9.08E-06	0.00E+00	0.00E+00
OTU_1744	1.14E-05	3.81E-04	2.00E-04	3.22E-05	1.57E-06	1.76E-02	1.83E-05
OTU_1745	1.33E-02	0.00E+00	0.00E+00	2.85E-03	2.13E-04	0.00E+00	0.00E+00
OTU_1746	9.38E-03	8.01E-06	7.42E-06	5.51E-03	4.06E-04	3.67E-06	4.02E-06
OTU_1747	4.80E-03	0.00E+00	0.00E+00	2.61E-03	4.63E-05	0.00E+00	0.00E+00
