OTUID	BS	P	LE	RS	RE	SE	VE
OTU_1748	2.73E-03	0.00E+00	0.00E+00	4.41E-03	7.95E-04	0.00E+00	0.00E+00
OTU_1749	1.78E-02	0.00E+00	0.00E+00	7.52E-03	5.07E-04	0.00E+00	0.00E+00
OTU_175	1.86E-01	2.83E-05	7.60E-05	6.09E-02	4.96E-03	7.71E-06	9.44E-06
OTU_1750	1.77E-02	0.00E+00	2.28E-06	5.90E-03	6.09E-04	0.00E+00	0.00E+00
OTU_1751	0.00E+00	4.62E-04	5.49E-03	0.00E+00	7.81E-05	1.24E-04	1.04E-05
OTU_1752	3.93E-03	0.00E+00	0.00E+00	2.47E-03	4.43E-05	1.38E-05	0.00E+00
OTU_1753	1.72E-04	1.19E-03	9.19E-05	9.93E-04	1.13E-03	1.60E-02	1.08E-04
OTU_1754	1.35E-02	6.52E-06	0.00E+00	3.12E-03	1.17E-04	0.00E+00	0.00E+00
OTU_1755	3.18E-05	3.11E-04	2.77E-04	3.57E-04	2.86E-03	8.72E-03	4.53E-06
OTU_1756	6.26E-05	4.38E-03	2.89E-03	4.88E-05	1.73E-04	1.08E-04	6.85E-06
OTU_1757	1.55E-03	0.00E+00	0.00E+00	2.84E-03	1.27E-04	3.43E-05	0.00E+00
OTU_1758	7.68E-03	0.00E+00	0.00E+00	1.53E-03	1.77E-05	0.00E+00	0.00E+00
OTU_1759	1.65E-02	6.04E-05	1.42E-05	1.79E-02	1.59E-03	1.12E-04	0.00E+00
OTU_176	1.56E-02	9.83E-03	1.40E-02	2.64E-02	4.04E-03	1.06E-04	5.20E-03
OTU_1760	1.69E-03	7.78E-06	0.00E+00	2.29E-03	3.10E-04	0.00E+00	0.00E+00
OTU_1761	1.74E-03	7.61E-04	5.53E-05	9.53E-04	1.17E-04	7.49E-04	0.00E+00
OTU_1762	3.42E-02	1.91E-05	1.12E-04	2.05E-02	9.21E-04	2.38E-03	0.00E+00
OTU_1763	3.27E-03	0.00E+00	2.46E-05	5.74E-03	7.12E-03	2.70E-05	0.00E+00
OTU_1764	6.87E-03	3.85E-06	0.00E+00	2.71E-03	6.07E-05	1.63E-03	0.00E+00
OTU_1765	1.35E-02	2.84E-06	1.96E-06	3.23E-03	5.51E-05	0.00E+00	0.00E+00
OTU_1766	2.07E-02	2.07E-05	9.08E-06	8.57E-03	2.97E-04	0.00E+00	0.00E+00
OTU_1767	1.70E-02	0.00E+00	0.00E+00	3.08E-03	1.01E-04	2.45E-04	2.97E-06
OTU_1768	6.96E-03	0.00E+00	0.00E+00	5.50E-03	7.85E-05	1.15E-03	0.00E+00
OTU_1769	5.39E-03	0.00E+00	0.00E+00	6.45E-04	2.65E-05	0.00E+00	0.00E+00
OTU_177	1.79E-01	6.92E-04	2.11E-04	1.92E-01	1.48E-02	5.71E-03	7.49E-06
OTU_1770	2.74E-03	7.90E-05	0.00E+00	4.71E-03	1.77E-03	0.00E+00	0.00E+00
OTU_1771	3.86E-03	4.75E-06	1.62E-06	3.68E-03	1.34E-04	8.38E-04	0.00E+00
OTU_1772	9.28E-03	1.29E-06	2.06E-05	5.74E-03	2.52E-04	4.45E-03	7.02E-06
OTU_1773	1.64E-03	0.00E+00	0.00E+00	1.45E-03	5.89E-03	0.00E+00	6.33E-06
OTU_1774	1.63E-02	1.37E-05	4.96E-06	5.78E-03	3.08E-04	1.34E-05	0.00E+00
OTU_1775	0.00E+00	0.00E+00	3.43E-05	0.00E+00	3.33E-05	2.20E-02	0.00E+00
OTU_1776	6.68E-03	5.09E-06	0.00E+00	5.37E-03	4.88E-04	1.09E-04	0.00E+00
OTU_1777	2.05E-02	1.75E-06	3.27E-06	5.03E-04	2.98E-05	7.84E-06	0.00E+00
OTU_1778	4.08E-03	2.35E-03	9.24E-04	2.11E-03	1.17E-04	1.29E-02	0.00E+00
OTU_1779	5.39E-03	2.57E-06	1.85E-06	3.83E-03	2.57E-04	4.04E-05	0.00E+00
OTU_178	1.85E-01	9.61E-05	3.61E-04	8.24E-02	4.01E-03	2.20E-02	3.00E-05
OTU_1780	1.83E-05	0.00E+00	3.08E-06	1.02E-04	3.62E-03	0.00E+00	0.00E+00
OTU_1781	7.51E-03	0.00E+00	0.00E+00	2.73E-03	9.37E-05	0.00E+00	0.00E+00
OTU_1782	1.02E-03	2.95E-04	0.00E+00	8.51E-04	1.98E-04	0.00E+00	0.00E+00
OTU_1783	9.20E-03	1.29E-06	0.00E+00	6.10E-03	2.98E-04	0.00E+00	0.00E+00
OTU_1784	1.28E-02	1.41E-05	0.00E+00	2.67E-03	3.98E-04	1.17E-03	0.00E+00
OTU_1785	3.40E-03	5.68E-06	1.90E-06	3.08E-03	2.06E-04	2.13E-06	0.00E+00
OTU_1786	5.86E-03	4.75E-06	0.00E+00	3.90E-03	2.71E-04	1.83E-06	0.00E+00
OTU_1787	2.24E-02	6.29E-06	1.11E-06	1.38E-02	6.72E-04	0.00E+00	0.00E+00
OTU_1788	5.02E-03	0.00E+00	0.00E+00	2.57E-03	3.43E-05	5.32E-05	0.00E+00
OTU_1789	1.81E-03	6.26E-05	0.00E+00	4.58E-03	5.19E-04	0.00E+00	0.00E+00
OTU_179	1.13E-01	6.06E-04	3.00E-04	8.46E-02	7.75E-03	1.11E-02	8.54E-06
OTU_1790	3.91E-03	0.00E+00	2.56E-06	9.19E-04	1.47E-04	0.00E+00	0.00E+00
OTU_1791	3.52E-03	0.00E+00	1.92E-06	1.79E-03	5.90E-05	1.24E-03	6.62E-06
OTU_1792	3.96E-03	7.38E-06	0.00E+00	2.41E-03	2.09E-03	5.88E-05	0.00E+00
OTU_1793	2.21E-03	4.33E-06	0.00E+00	1.48E-03	6.48E-06	0.00E+00	0.00E+00
OTU_1794	7.17E-03	0.00E+00	0.00E+00	2.44E-03	4.07E-05	7.33E-06	0.00E+00
OTU_1795	1.57E-02	1.16E-05	1.79E-04	4.78E-03	2.10E-04	0.00E+00	0.00E+00
OTU_1796	1.92E-03	0.00E+00	0.00E+00	1.90E-03	5.70E-04	3.32E-04	0.00E+00
OTU_1797	1.02E-01	4.72E-05	1.54E-05	1.88E-02	3.27E-04	5.70E-05	5.38E-06
OTU_1798	8.53E-03	0.00E+00	1.53E-06	6.10E-03	7.73E-04	7.53E-05	0.00E+00
OTU_1799	1.02E-02	1.41E-06	0.00E+00	1.81E-03	8.36E-05	1.68E-03	0.00E+00
OTU_18	7.20E-03	6.22E+00	4.38E+00	2.23E-02	1.17E-01	8.40E-02	6.19E-02
OTU_180	2.51E-01	7.05E-04	5.23E-04	1.60E-01	1.51E-02	9.42E-03	1.84E-05
OTU_1800	3.52E-03	1.21E-05	9.78E-05	3.88E-03	6.44E-03	9.01E-06	0.00E+00
OTU_1801	7.22E-03	4.46E-04	3.63E-05	1.23E-02	6.83E-04	4.38E-03	0.00E+00
OTU_1802	1.16E-03	0.00E+00	0.00E+00	3.98E-03	5.78E-04	3.70E-05	0.00E+00
OTU_1803	2.26E-02	3.17E-05	1.13E-05	8.90E-03	3.19E-03	7.00E-04	1.58E-05
OTU_1804	2.42E-03	1.31E-03	8.48E-06	3.66E-03	3.55E-04	1.28E-05	0.00E+00
OTU_1805	6.74E-03	3.91E-05	1.23E-05	3.18E-03	4.65E-04	9.74E-05	0.00E+00
OTU_1806	1.20E-02	0.00E+00	2.58E-05	1.18E-02	5.22E-04	0.00E+00	0.00E+00
OTU_1807	6.69E-03	1.21E-05	0.00E+00	4.62E-03	1.72E-04	3.63E-05	0.00E+00
OTU_1808	1.53E-02	9.14E-05	2.68E-05	7.47E-03	7.72E-04	1.31E-04	2.91E-06
OTU_1809	9.63E-03	1.01E-05	1.31E-05	5.24E-03	2.08E-04	4.14E-05	1.73E-06
OTU_181	1.24E-01	9.20E-04	3.23E-04	9.39E-02	9.65E-03	9.60E-03	1.23E-05
OTU_1810	3.18E-03	2.75E-06	1.36E-05	2.62E-03	6.15E-04	1.33E-04	0.00E+00
OTU_1811	4.26E-03	8.43E-05	7.93E-06	8.48E-03	3.19E-03	1.54E-03	0.00E+00
OTU_1812	8.69E-03	6.15E-05	1.77E-06	5.84E-03	1.60E-04	0.00E+00	0.00E+00
OTU_1813	2.98E-03	1.81E-05	8.34E-06	2.61E-03	1.74E-04	1.12E-03	0.00E+00
OTU_1814	5.40E-05	2.25E-05	0.00E+00	2.33E-04	1.30E-04	0.00E+00	0.00E+00
OTU_1815	1.41E-03	7.32E-05	1.78E-05	5.19E-03	4.21E-03	8.89E-05	0.00E+00
OTU_1816	4.29E-03	1.02E-05	2.34E-05	2.48E-03	3.25E-04	1.36E-03	0.00E+00
OTU_1817	2.94E-03	3.64E-06	0.00E+00	1.90E-03	6.47E-05	0.00E+00	0.00E+00
OTU_1818	3.06E-03	5.47E-06	0.00E+00	1.44E-03	3.24E-06	0.00E+00	0.00E+00
OTU_182	3.71E-02	1.18E-03	2.17E-04	6.03E-02	1.80E-01	5.04E-03	1.16E-04
OTU_1820	7.42E-03	5.27E-05	2.57E-05	8.52E-03	1.69E-03	2.28E-04	0.00E+00
OTU_1821	3.78E-03	7.23E-05	5.78E-05	9.40E-03	1.49E-02	6.52E-04	0.00E+00
OTU_1822	1.14E-02	1.13E-05	3.33E-06	1.12E-02	2.54E-03	2.32E-04	0.00E+00
OTU_1823	7.49E-06	1.06E-03	1.82E-04	9.33E-04	1.75E-04	4.36E-04	2.00E-05
OTU_1824	8.32E-03	0.00E+00	0.00E+00	3.35E-03	1.77E-04	0.00E+00	0.00E+00
OTU_1825	8.90E-03	0.00E+00	0.00E+00	3.29E-03	9.42E-05	0.00E+00	0.00E+00
OTU_1826	0.00E+00	2.45E-03	1.06E-05	0.00E+00	0.00E+00	6.22E-05	4.84E-06
OTU_1827	5.02E-03	8.93E-06	0.00E+00	2.79E-03	1.74E-04	2.77E-05	0.00E+00
OTU_1828	1.78E-03	4.71E-06	3.37E-05	2.77E-03	5.25E-04	4.00E-05	0.00E+00
OTU_1829	1.65E-02	5.77E-05	1.54E-05	6.54E-03	4.77E-04	1.52E-05	0.00E+00
OTU_183	7.43E-04	2.09E-03	4.14E-04	2.05E-02	5.05E-02	1.73E-04	5.88E-05
OTU_1830	3.78E-04	2.07E-05	0.00E+00	1.02E-03	5.82E-04	0.00E+00	4.72E-06
OTU_1831	2.72E-04	0.00E+00	0.00E+00	3.23E-04	0.00E+00	6.69E-03	0.00E+00
OTU_1832	5.91E-03	0.00E+00	1.62E-06	3.02E-03	2.11E-03	0.00E+00	0.00E+00
OTU_1833	1.49E-05	2.29E-05	0.00E+00	0.00E+00	4.37E-03	0.00E+00	0.00E+00
OTU_1834	0.00E+00	0.00E+00	7.15E-05	0.00E+00	1.02E-06	5.16E-03	1.54E-05
OTU_1835	1.62E-03	0.00E+00	0.00E+00	1.73E-03	5.36E-05	0.00E+00	0.00E+00
OTU_1836	3.96E-03	1.50E-04	1.60E-05	2.12E-03	1.12E-02	1.79E-04	0.00E+00
OTU_1837	2.71E-03	0.00E+00	1.77E-06	1.19E-04	0.00E+00	0.00E+00	0.00E+00
OTU_1838	2.38E-03	3.32E-06	0.00E+00	2.35E-03	1.70E-03	0.00E+00	0.00E+00
OTU_1839	6.05E-03	4.07E-06	0.00E+00	1.78E-03	3.39E-05	4.53E-04	0.00E+00
OTU_184	1.75E-01	3.00E-05	2.04E-05	1.40E-01	3.47E-02	0.00E+00	3.60E-06
OTU_1840	8.47E-03	5.52E-06	3.56E-06	2.38E-03	1.63E-04	0.00E+00	0.00E+00
OTU_1841	1.80E-04	4.30E-06	0.00E+00	2.50E-03	3.09E-03	0.00E+00	0.00E+00
OTU_1842	6.04E-02	2.29E-05	5.24E-05	3.09E-02	3.19E-03	1.20E-03	0.00E+00
OTU_1843	1.77E-02	4.33E-06	1.08E-05	4.54E-03	4.99E-05	8.21E-06	7.36E-06
OTU_1844	3.59E-03	6.34E-06	0.00E+00	2.84E-03	7.68E-05	8.06E-04	6.96E-06
OTU_1845	6.64E-03	5.28E-05	1.02E-05	9.39E-03	1.47E-03	8.14E-05	0.00E+00
OTU_1846	5.49E-03	0.00E+00	2.25E-06	2.13E-03	4.31E-05	3.33E-04	0.00E+00
OTU_1847	4.93E-02	1.47E-04	1.00E-05	1.93E-02	8.29E-04	3.35E-04	5.20E-06
OTU_1848	1.17E-04	1.72E-03	7.97E-05	1.27E-03	1.92E-03	5.75E-03	2.20E-04
OTU_1849	5.75E-03	0.00E+00	1.47E-05	2.25E-03	6.26E-05	2.14E-03	0.00E+00
OTU_185	4.86E-05	3.16E-01	1.11E-01	8.49E-05	7.11E-05	7.18E-04	7.99E-04
OTU_1850	7.46E-04	0.00E+00	0.00E+00	3.36E-03	1.80E-03	0.00E+00	0.00E+00
OTU_1851	7.30E-03	3.89E-06	9.21E-07	5.62E-03	1.48E-04	3.05E-05	0.00E+00
OTU_1852	2.96E-03	2.47E-04	7.68E-06	2.84E-03	6.16E-03	9.95E-05	5.38E-06
OTU_1853	1.38E-02	1.64E-03	3.92E-04	2.49E-02	1.25E-02	7.89E-03	7.37E-04
OTU_1854	3.05E-02	1.62E-04	1.57E-04	6.89E-02	9.93E-03	1.76E-04	1.72E-04
OTU_1855	7.71E-03	0.00E+00	5.24E-06	5.39E-03	8.40E-04	1.16E-04	0.00E+00
OTU_1856	1.41E-03	1.15E-05	2.22E-06	3.52E-03	3.04E-04	0.00E+00	0.00E+00
OTU_1857	1.60E-03	0.00E+00	8.80E-06	5.98E-03	2.65E-03	1.29E-05	0.00E+00
OTU_1858	2.76E-02	6.85E-05	3.19E-05	1.98E-02	1.63E-03	2.66E-04	4.01E-06
OTU_1859	0.00E+00	3.74E-05	2.51E-06	0.00E+00	0.00E+00	3.50E-03	0.00E+00
OTU_186	1.37E-01	7.18E-04	2.31E-04	1.22E-01	8.59E-03	4.32E-04	1.92E-05
OTU_1860	7.90E-03	6.65E-06	0.00E+00	2.71E-03	1.38E-04	3.85E-03	0.00E+00
OTU_1861	1.61E-02	6.57E-06	3.71E-06	6.57E-03	1.64E-04	0.00E+00	0.00E+00
OTU_1862	3.76E-03	3.90E-06	0.00E+00	4.05E-03	1.69E-04	1.70E-04	0.00E+00
OTU_1863	1.71E-03	0.00E+00	0.00E+00	3.30E-03	3.31E-04	0.00E+00	0.00E+00
OTU_1864	1.40E-03	7.94E-05	1.92E-06	1.79E-03	1.86E-03	7.33E-04	0.00E+00
OTU_1865	1.38E-02	2.44E-06	3.06E-06	3.59E-03	1.32E-04	7.81E-05	0.00E+00
OTU_1866	2.36E-03	0.00E+00	0.00E+00	6.05E-03	2.86E-04	0.00E+00	0.00E+00
OTU_1867	3.10E-03	0.00E+00	0.00E+00	6.18E-03	2.20E-05	0.00E+00	0.00E+00
OTU_1868	3.25E-02	4.93E-04	6.80E-05	1.82E-02	1.93E-03	8.16E-05	5.87E-06
OTU_1869	1.12E-02	2.42E-05	0.00E+00	3.63E-03	2.29E-04	0.00E+00	0.00E+00
OTU_187	1.10E-04	5.17E-04	1.31E-04	5.77E-03	9.10E-02	2.18E-03	5.35E-05
OTU_1870	2.40E-03	0.00E+00	0.00E+00	2.72E-03	1.72E-05	5.65E-04	0.00E+00
OTU_1871	4.83E-03	1.30E-05	0.00E+00	3.86E-03	1.13E-04	0.00E+00	0.00E+00
OTU_1872	9.75E-03	2.21E-04	7.27E-05	1.15E-02	3.69E-03	0.00E+00	1.11E-05
OTU_1873	0.00E+00	1.41E-03	2.17E-04	0.00E+00	0.00E+00	0.00E+00	1.14E-05
OTU_1874	5.80E-03	5.91E-06	0.00E+00	2.19E-03	9.44E-05	0.00E+00	0.00E+00
OTU_1875	4.36E-03	0.00E+00	0.00E+00	8.06E-04	6.17E-06	2.07E-05	0.00E+00
OTU_1876	3.20E-02	1.72E-05	1.01E-05	1.74E-02	4.04E-03	1.62E-03	0.00E+00
OTU_1877	1.69E-02	1.10E-05	1.65E-05	8.46E-03	3.59E-04	0.00E+00	0.00E+00
OTU_1878	8.20E-06	1.95E-05	1.02E-05	0.00E+00	0.00E+00	5.99E-05	0.00E+00
OTU_1879	1.50E-02	1.82E-05	1.40E-05	7.63E-03	6.13E-04	5.08E-04	0.00E+00
OTU_188	5.24E-04	4.05E-03	6.49E-04	1.10E-02	4.55E-02	9.37E-03	1.11E-05
OTU_1880	4.34E-03	7.89E-05	5.73E-06	3.24E-03	1.69E-04	2.09E-04	0.00E+00
OTU_1881	1.42E-03	1.06E-05	3.80E-06	7.15E-04	2.97E-03	0.00E+00	0.00E+00
OTU_1882	8.18E-04	0.00E+00	9.43E-06	1.74E-03	2.00E-03	0.00E+00	0.00E+00
OTU_1883	8.10E-03	0.00E+00	0.00E+00	1.89E-03	2.17E-05	0.00E+00	0.00E+00
OTU_1884	2.94E-06	2.44E-03	9.34E-05	1.44E-04	3.56E-06	4.23E-02	1.08E-04
OTU_1885	1.28E-02	0.00E+00	0.00E+00	1.99E-03	2.05E-04	0.00E+00	0.00E+00
OTU_1886	1.18E-02	1.89E-05	2.47E-05	7.04E-03	5.66E-04	3.67E-04	2.27E-06
OTU_1887	4.25E-03	0.00E+00	6.19E-06	1.86E-03	6.88E-05	2.94E-04	0.00E+00
OTU_1888	2.84E-03	9.86E-03	9.25E-04	1.19E-02	4.20E-04	2.97E-02	1.82E-03
OTU_1889	2.88E-03	1.56E-05	1.02E-05	5.69E-03	7.80E-04	7.12E-04	0.00E+00
OTU_189	9.30E-02	1.23E-04	5.52E-05	4.85E-02	1.13E-03	3.35E-03	1.30E-05
OTU_1890	5.77E-03	3.40E-06	0.00E+00	2.85E-03	3.63E-04	1.86E-04	0.00E+00
OTU_1891	3.78E-03	0.00E+00	0.00E+00	3.09E-03	2.96E-04	0.00E+00	0.00E+00
OTU_1892	2.10E-03	0.00E+00	0.00E+00	3.09E-03	2.47E-04	0.00E+00	3.73E-06
OTU_1893	4.76E-03	7.92E-06	0.00E+00	2.77E-03	4.32E-05	0.00E+00	0.00E+00
OTU_1894	7.52E-04	5.09E-06	0.00E+00	1.46E-03	9.72E-05	2.63E-05	0.00E+00
OTU_1895	4.96E-03	3.40E-06	0.00E+00	2.67E-03	3.78E-04	0.00E+00	0.00E+00
OTU_1896	1.31E-04	0.00E+00	0.00E+00	4.33E-03	6.96E-03	0.00E+00	0.00E+00
OTU_1897	1.04E-02	3.98E-06	0.00E+00	2.33E-03	2.73E-04	0.00E+00	0.00E+00
OTU_1898	5.88E-03	8.33E-06	1.02E-05	2.83E-03	3.46E-04	7.07E-06	0.00E+00
OTU_1899	2.65E-04	0.00E+00	0.00E+00	6.06E-04	4.78E-03	0.00E+00	0.00E+00
OTU_19	4.99E-02	9.80E-01	2.61E+00	5.32E+00	6.81E+00	9.16E-03	1.80E+00
OTU_190	1.33E-01	6.21E-05	8.59E-05	2.55E-02	7.60E-04	1.89E-02	1.35E-05
OTU_1900	1.46E-03	2.05E-05	8.69E-06	2.55E-03	1.89E-04	1.93E-03	0.00E+00
OTU_1901	3.76E-03	0.00E+00	0.00E+00	1.22E-03	2.25E-05	0.00E+00	0.00E+00
OTU_1902	3.13E-03	5.72E-05	0.00E+00	2.94E-03	2.71E-04	1.32E-05	0.00E+00
OTU_1903	8.21E-03	4.73E-05	0.00E+00	1.38E-02	2.46E-03	1.55E-03	0.00E+00
OTU_1904	1.01E-02	4.49E-05	7.62E-06	4.70E-03	2.14E-03	8.23E-04	0.00E+00
OTU_1905	4.01E-03	0.00E+00	0.00E+00	3.03E-03	2.84E-04	6.30E-05	8.01E-06
OTU_1906	5.27E-03	0.00E+00	0.00E+00	2.06E-03	2.97E-05	0.00E+00	0.00E+00
OTU_1907	1.13E-03	0.00E+00	6.81E-06	2.13E-03	4.05E-03	0.00E+00	0.00E+00
OTU_1908	3.20E-03	0.00E+00	0.00E+00	1.25E-03	2.47E-04	0.00E+00	0.00E+00
OTU_1909	1.37E-02	1.55E-05	0.00E+00	5.25E-03	1.10E-04	3.17E-04	0.00E+00
OTU_191	1.09E-01	1.50E-04	6.08E-05	5.29E-02	8.51E-03	5.38E-03	5.27E-06
OTU_1910	3.29E-03	4.07E-06	0.00E+00	7.12E-04	5.17E-05	0.00E+00	0.00E+00
OTU_1911	9.33E-03	6.34E-05	3.14E-06	7.18E-03	3.45E-04	1.07E-04	0.00E+00
OTU_1912	1.51E-02	0.00E+00	1.90E-05	3.10E-03	7.95E-05	3.55E-04	2.27E-06
OTU_1913	7.00E-03	1.21E-05	3.37E-06	3.15E-03	1.10E-04	4.37E-05	0.00E+00
OTU_1914	7.53E-03	9.39E-06	2.74E-05	4.00E-03	1.01E-03	5.03E-04	0.00E+00
OTU_1915	1.90E-02	2.64E-06	1.61E-06	3.19E-03	1.64E-03	0.00E+00	0.00E+00
OTU_1916	1.73E-03	0.00E+00	0.00E+00	1.60E-03	1.45E-04	3.30E-04	0.00E+00
OTU_1917	4.43E-03	4.41E-06	2.34E-06	2.09E-03	1.24E-04	4.24E-04	0.00E+00
OTU_1918	6.27E-03	8.13E-04	4.41E-05	6.14E-03	2.64E-04	1.49E-04	0.00E+00
OTU_1919	1.06E-04	8.72E-06	8.04E-06	1.62E-04	4.18E-03	3.31E-05	0.00E+00
OTU_192	5.32E-01	2.80E-04	6.91E-05	1.77E-01	1.41E-03	3.97E-03	0.00E+00
OTU_1920	3.55E-03	9.64E-05	5.16E-06	3.17E-03	1.26E-04	0.00E+00	0.00E+00
OTU_1921	9.60E-03	6.53E-05	7.57E-05	1.93E-02	1.50E-02	0.00E+00	0.00E+00
OTU_1922	2.46E-04	6.79E-06	2.59E-06	1.63E-03	2.05E-03	5.14E-06	3.75E-06
OTU_1923	4.72E-03	0.00E+00	0.00E+00	1.83E-03	4.28E-05	0.00E+00	0.00E+00
OTU_1924	8.85E-03	1.29E-06	0.00E+00	3.04E-03	4.51E-05	1.47E-04	0.00E+00
OTU_1925	1.24E-03	1.85E-05	0.00E+00	8.91E-04	3.12E-05	0.00E+00	0.00E+00
OTU_1926	3.28E-03	0.00E+00	3.44E-06	1.53E-03	1.12E-04	6.48E-04	0.00E+00
OTU_1927	5.11E-03	2.64E-06	0.00E+00	2.85E-03	4.73E-04	0.00E+00	0.00E+00
OTU_1928	1.52E-03	7.78E-06	1.85E-06	8.11E-03	4.33E-04	1.88E-05	0.00E+00
OTU_1929	1.89E-03	5.67E-06	0.00E+00	5.23E-03	2.38E-04	1.58E-04	0.00E+00
OTU_193	1.42E-01	1.63E-04	8.74E-05	5.80E-02	1.54E-03	1.42E-02	8.22E-06
OTU_1930	2.18E-03	1.86E-05	3.26E-05	2.87E-03	4.72E-04	0.00E+00	0.00E+00
OTU_1931	7.78E-03	1.87E-05	0.00E+00	2.13E-03	1.30E-04	4.27E-05	0.00E+00
OTU_1932	1.45E-03	0.00E+00	0.00E+00	6.14E-04	1.26E-05	8.08E-05	0.00E+00
OTU_1933	6.06E-03	0.00E+00	0.00E+00	1.60E-03	1.07E-04	0.00E+00	0.00E+00
OTU_1934	6.15E-03	1.41E-06	6.98E-06	7.58E-03	1.36E-03	8.73E-04	0.00E+00
OTU_1935	7.37E-06	8.77E-03	4.82E-04	1.79E-05	0.00E+00	2.35E-04	0.00E+00
OTU_1936	8.81E-05	0.00E+00	0.00E+00	3.19E-04	1.85E-04	0.00E+00	0.00E+00
OTU_1937	4.86E-04	7.78E-06	0.00E+00	1.89E-03	1.90E-03	0.00E+00	0.00E+00
OTU_1938	5.53E-03	1.52E-05	1.77E-06	4.19E-03	1.10E-03	0.00E+00	0.00E+00
OTU_1939	1.06E-03	3.86E-06	0.00E+00	1.19E-03	4.02E-05	1.33E-04	0.00E+00
OTU_194	3.30E-03	2.18E+00	7.74E-01	3.32E-01	9.65E-01	1.30E+00	7.46E+00
OTU_1940	1.12E-03	3.81E-05	3.14E-06	4.97E-03	1.83E-03	0.00E+00	0.00E+00
OTU_1941	5.84E-03	1.07E-04	4.43E-05	5.94E-03	1.56E-04	2.82E-04	5.88E-06
OTU_1942	1.26E-02	3.64E-05	1.77E-06	1.00E-02	5.80E-04	4.62E-04	0.00E+00
OTU_1943	7.91E-03	0.00E+00	0.00E+00	3.06E-03	1.06E-04	2.31E-03	0.00E+00
OTU_1944	6.24E-03	1.02E-05	9.43E-06	3.05E-03	2.97E-04	2.16E-04	0.00E+00
OTU_1945	5.60E-04	1.48E-05	3.87E-05	5.22E-03	2.00E-03	1.75E-06	0.00E+00
OTU_1946	5.54E-02	2.21E-03	1.31E-03	8.10E-02	1.86E-03	2.66E-02	8.23E-05
OTU_1947	3.35E-03	1.66E-05	0.00E+00	4.03E-03	3.14E-04	0.00E+00	0.00E+00
OTU_1948	5.81E-03	0.00E+00	8.20E-06	4.29E-03	1.38E-03	0.00E+00	0.00E+00
OTU_1949	4.68E-03	5.37E-06	0.00E+00	2.92E-03	8.77E-05	0.00E+00	0.00E+00
OTU_195	6.47E-03	1.09E-04	6.42E-05	2.15E-02	9.55E-02	9.74E-04	1.35E-05
OTU_1950	5.75E-03	1.83E-05	0.00E+00	2.20E-03	4.87E-05	0.00E+00	0.00E+00
OTU_1951	8.19E-03	1.17E-06	0.00E+00	5.39E-04	1.25E-05	0.00E+00	0.00E+00
OTU_1952	2.61E-02	6.03E-06	2.98E-06	9.74E-03	2.96E-04	1.63E-03	0.00E+00
OTU_1953	2.83E-06	1.86E-03	3.79E-04	1.88E-05	0.00E+00	0.00E+00	1.29E-05
OTU_1954	1.29E-03	0.00E+00	0.00E+00	3.09E-03	9.12E-04	0.00E+00	0.00E+00
OTU_1955	1.40E-02	1.75E-05	3.47E-06	3.97E-03	1.33E-04	0.00E+00	0.00E+00
OTU_1956	8.51E-03	1.27E-03	4.47E-05	6.90E-03	2.57E-03	2.54E-03	0.00E+00
OTU_1957	6.73E-03	2.64E-06	1.40E-05	7.44E-03	2.43E-04	4.02E-04	0.00E+00
OTU_1958	5.38E-03	0.00E+00	7.20E-05	7.81E-03	1.99E-03	0.00E+00	0.00E+00
OTU_1959	4.54E-03	7.32E-05	1.60E-05	8.65E-03	3.63E-04	5.16E-04	3.57E-06
OTU_196	5.62E-01	5.31E-04	2.75E-04	2.66E-01	1.66E-02	1.05E-02	0.00E+00
OTU_1960	5.72E-03	2.15E-05	6.17E-06	2.20E-03	9.03E-05	3.42E-05	0.00E+00
OTU_1961	7.41E-03	0.00E+00	0.00E+00	6.21E-04	2.56E-05	0.00E+00	0.00E+00
OTU_1962	5.78E-03	4.75E-05	2.55E-05	2.27E-03	9.94E-04	0.00E+00	0.00E+00
OTU_1963	9.67E-03	1.20E-05	2.07E-05	8.05E-03	7.14E-04	1.63E-04	0.00E+00
OTU_1964	2.19E-03	2.41E-04	1.71E-06	1.18E-03	2.20E-03	0.00E+00	0.00E+00
OTU_1965	2.56E-03	0.00E+00	0.00E+00	2.02E-03	1.06E-04	0.00E+00	0.00E+00
OTU_1966	1.69E-02	0.00E+00	1.66E-06	1.84E-03	8.00E-05	0.00E+00	0.00E+00
OTU_1967	1.14E-02	0.00E+00	1.77E-06	3.65E-03	6.26E-05	8.72E-05	0.00E+00
OTU_1968	2.60E-02	1.61E-05	0.00E+00	2.26E-03	7.68E-05	1.45E-03	0.00E+00
OTU_1969	3.02E-03	4.81E-06	0.00E+00	7.04E-04	3.92E-05	0.00E+00	0.00E+00
OTU_197	5.90E-02	6.80E-05	3.89E-05	4.51E-02	9.93E-04	1.43E-05	0.00E+00
OTU_1970	4.11E-03	3.76E-05	8.76E-06	3.09E-03	5.30E-03	1.77E-05	0.00E+00
OTU_1971	2.56E-03	0.00E+00	0.00E+00	1.38E-03	4.44E-05	0.00E+00	0.00E+00
OTU_1972	5.44E-03	3.39E-05	4.00E-06	5.99E-03	1.03E-04	1.09E-03	0.00E+00
OTU_1973	3.28E-03	9.37E-06	1.19E-05	2.43E-03	1.22E-03	0.00E+00	0.00E+00
