	otu	otu_occ	otu_rel	fill
1108	OTU_586	0.008333333	5.20E-08	Compartments
1113	OTU_5230	0.008333333	1.49E-07	Compartments
1117	OTU_937	0.008333333	6.85E-08	Compartments
1118	OTU_932	0.008333333	3.75E-08	Compartments
1119	OTU_647	0.008333333	6.99E-08	Compartments
1121	OTU_1673	0.008333333	3.58E-08	Compartments
1124	OTU_694	0.008333333	2.76E-08	Compartments
1125	OTU_756	0.008333333	3.45E-08	Compartments
1131	OTU_644	0.008333333	4.32E-08	Compartments
1135	OTU_9239	0.008333333	7.63E-08	Compartments
1139	OTU_370	0.008333333	3.16E-08	Compartments
1140	OTU_9658	0.008333333	2.00E-07	Compartments
1141	OTU_491	0.008333333	3.38E-08	Compartments
1142	OTU_1413	0.008333333	5.39E-08	Compartments
1143	OTU_740	0.008333333	5.99E-08	Compartments
1144	OTU_879	0.008333333	1.07E-07	Compartments
1145	OTU_1010	0.008333333	5.13E-08	Compartments
1146	OTU_3233	0.008333333	2.41E-08	Compartments
1147	OTU_1178	0.008333333	1.58E-07	Compartments
1148	OTU_662	0.008333333	2.62E-08	Compartments
1149	OTU_11480	0.008333333	5.88E-08	Compartments
1150	OTU_364	0.008333333	5.20E-08	Compartments
1151	OTU_10597	0.008333333	1.69E-08	Compartments
1152	OTU_872	0.008333333	3.53E-08	Compartments
1153	OTU_1299	0.008333333	3.79E-08	Compartments
1154	OTU_1021	0.008333333	3.60E-08	Compartments
1155	OTU_8050	0.008333333	5.21E-08	Compartments
1156	OTU_3984	0.008333333	5.39E-08	Compartments
1157	OTU_2421	0.008333333	4.04E-08	Compartments
1158	OTU_1803	0.008333333	1.58E-07	Compartments
1159	OTU_1287	0.008333333	3.73E-08	Compartments
1160	OTU_1515	0.008333333	4.59E-09	Compartments
1161	OTU_1221	0.008333333	2.76E-08	Compartments
1162	OTU_2608	0.008333333	3.71E-08	Compartments
1163	OTU_2081	0.008333333	1.48E-08	Compartments
1164	OTU_1338	0.008333333	1.48E-08	Compartments
1165	OTU_3617	0.008333333	2.76E-08	Compartments
1166	OTU_715	0.008333333	8.79E-08	Compartments
1167	OTU_927	0.008333333	1.23E-07	Compartments
1168	OTU_2103	0.008333333	4.08E-08	Compartments
1169	OTU_2040	0.008333333	8.84E-08	Compartments
1170	OTU_1327	0.008333333	1.48E-08	Compartments
1171	OTU_1732	0.008333333	3.71E-08	Compartments
1172	OTU_2742	0.008333333	6.27E-08	Compartments
1173	OTU_2726	0.008333333	3.71E-08	Compartments
1174	OTU_1698	0.008333333	3.60E-08	Compartments
1175	OTU_648	0.008333333	4.08E-08	Compartments
1176	OTU_3643	0.008333333	4.65E-08	Compartments
1177	OTU_7459	0.008333333	2.95E-08	Compartments
1178	OTU_2786	0.008333333	1.07E-07	Compartments
1179	OTU_13249	0.008333333	7.36E-08	Compartments
1180	OTU_1671	0.008333333	8.55E-08	Compartments
1181	OTU_1042	0.008333333	1.04E-07	Compartments
1182	OTU_9166	0.008333333	4.63E-08	Compartments
1183	OTU_12138	0.008333333	4.48E-08	Compartments
1184	OTU_10593	0.008333333	4.59E-09	Compartments
1185	OTU_1393	0.008333333	1.48E-08	Compartments
1186	OTU_653	0.008333333	4.84E-08	Compartments
1187	OTU_982	0.008333333	4.65E-08	Compartments
1188	OTU_736	0.008333333	8.24E-08	Compartments
1189	OTU_2739	0.008333333	9.97E-08	Compartments
1190	OTU_3409	0.008333333	2.27E-08	Compartments
1191	OTU_767	0.008333333	5.13E-08	Compartments
1192	OTU_1241	0.008333333	5.88E-08	Compartments
1193	OTU_1389	0.008333333	4.53E-08	Compartments
1194	OTU_897	0.008333333	2.68E-08	Compartments
1195	OTU_1182	0.008333333	6.85E-08	Compartments
1196	OTU_857	0.008333333	4.32E-08	Compartments
1197	OTU_12514	0.008333333	3.38E-08	Compartments
1198	OTU_1843	0.008333333	7.36E-08	Compartments
1199	OTU_3127	0.008333333	3.04E-08	Compartments
1200	OTU_4781	0.008333333	5.29E-08	Compartments
1201	OTU_1533	0.008333333	6.27E-08	Compartments
1202	OTU_2620	0.008333333	5.88E-08	Compartments
1203	OTU_7395	0.008333333	1.69E-08	Compartments
1204	OTU_1424	0.008333333	4.08E-08	Compartments
1205	OTU_13267	0.008333333	2.27E-08	Compartments
1206	OTU_1181	0.008333333	5.21E-08	Compartments
1207	OTU_1703	0.008333333	1.04E-07	Compartments
1208	OTU_926	0.008333333	8.77E-08	Compartments
1209	OTU_5712	0.008333333	4.24E-08	Compartments
1210	OTU_1513	0.008333333	3.60E-08	Compartments
1211	OTU_986	0.008333333	2.97E-08	Compartments
1212	OTU_2853	0.008333333	5.88E-08	Compartments
1213	OTU_12875	0.008333333	1.73E-08	Compartments
1214	OTU_1418	0.008333333	2.52E-08	Compartments
1215	OTU_1442	0.008333333	2.62E-08	Compartments
1216	OTU_1062	0.008333333	2.62E-08	Compartments
1217	OTU_783	0.008333333	4.39E-08	Compartments
1218	OTU_2966	0.008333333	4.53E-08	Compartments
1219	OTU_7597	0.008333333	3.60E-08	Compartments
1220	OTU_2998	0.008333333	1.48E-08	Compartments
1221	OTU_7347	0.008333333	4.04E-08	Compartments
1222	OTU_2700	0.008333333	2.52E-08	Compartments
1223	OTU_1808	0.008333333	2.91E-08	Compartments
1224	OTU_1055	0.008333333	3.63E-08	Compartments
1225	OTU_5951	0.008333333	5.21E-08	Compartments
1226	OTU_1197	0.008333333	5.27E-08	Compartments
1227	OTU_4501	0.008333333	3.63E-08	Compartments
1228	OTU_2071	0.008333333	2.62E-08	Compartments
1229	OTU_3080	0.008333333	1.48E-08	Compartments
1230	OTU_1368	0.008333333	5.27E-08	Compartments
1231	OTU_1066	0.008333333	6.27E-08	Compartments
1232	OTU_7830	0.008333333	2.71E-08	Compartments
1233	OTU_2876	0.008333333	9.73E-09	Compartments
1234	OTU_1149	0.008333333	3.36E-08	Compartments
1235	OTU_8222	0.008333333	4.04E-08	Compartments
1236	OTU_4668	0.008333333	4.63E-08	Compartments
1237	OTU_5367	0.008333333	3.45E-08	Compartments
1238	OTU_1506	0.008333333	4.63E-08	Compartments
1239	OTU_1886	0.008333333	2.27E-08	Compartments
1240	OTU_1119	0.008333333	3.36E-08	Compartments
1241	OTU_773	0.008333333	5.21E-08	Compartments
1242	OTU_1275	0.008333333	9.92E-08	Compartments
1243	OTU_9202	0.008333333	2.88E-08	Compartments
1244	OTU_617	0.008333333	8.84E-08	Compartments
1245	OTU_1001	0.008333333	5.88E-08	Compartments
1246	OTU_1852	0.008333333	5.38E-08	Compartments
1247	OTU_12881	0.008333333	5.29E-08	Compartments
1248	OTU_1040	0.008333333	3.38E-08	Compartments
1249	OTU_12747	0.008333333	6.33E-08	Compartments
1250	OTU_3676	0.008333333	4.32E-08	Compartments
1251	OTU_3308	0.008333333	3.70E-08	Compartments
1252	OTU_1502	0.008333333	2.88E-08	Compartments
1253	OTU_2140	0.008333333	2.71E-08	Compartments
1254	OTU_1809	0.008333333	1.73E-08	Compartments
1255	OTU_1170	0.008333333	8.55E-08	Compartments
1256	OTU_13050	0.008333333	8.24E-08	Compartments
1257	OTU_1017	0.008333333	3.99E-08	Compartments
1258	OTU_4094	0.008333333	5.88E-08	Compartments
1259	OTU_1555	0.008333333	3.79E-08	Compartments
1260	OTU_1746	0.008333333	4.02E-08	Compartments
1261	OTU_1632	0.008333333	2.68E-08	Compartments
1262	OTU_11541	0.008333333	3.16E-08	Compartments
1263	OTU_6555	0.008333333	6.33E-08	Compartments
1264	OTU_2321	0.008333333	3.71E-08	Compartments
1265	OTU_3275	0.008333333	3.04E-08	Compartments
1266	OTU_4047	0.008333333	4.65E-08	Compartments
1267	OTU_1959	0.008333333	3.57E-08	Compartments
1268	OTU_11890	0.008333333	2.27E-08	Compartments
1269	OTU_12536	0.008333333	1.58E-07	Compartments
1270	OTU_12679	0.008333333	4.63E-08	Compartments
1271	OTU_1328	0.008333333	2.52E-08	Compartments
1272	OTU_1755	0.008333333	4.53E-08	Compartments
1273	OTU_3000	0.008333333	2.76E-08	Compartments
1274	OTU_11490	0.008333333	3.71E-08	Compartments
1275	OTU_3262	0.008333333	5.99E-08	Compartments
1276	OTU_2814	0.008333333	4.04E-08	Compartments
1277	OTU_1278	0.008333333	2.76E-08	Compartments
1278	OTU_9688	0.008333333	3.63E-08	Compartments
1279	OTU_7557	0.008333333	3.58E-08	Compartments
1280	OTU_1239	0.008333333	5.13E-08	Compartments
1281	OTU_3826	0.008333333	5.99E-08	Compartments
1282	OTU_1756	0.008333333	6.85E-08	Compartments
1283	OTU_1536	0.008333333	5.38E-08	Compartments
1284	OTU_2551	0.008333333	5.13E-08	Compartments
1285	OTU_2194	0.008333333	3.60E-08	Compartments
1286	OTU_953	0.008333333	4.39E-08	Compartments
1287	OTU_4773	0.008333333	2.76E-08	Compartments
1288	OTU_5072	0.008333333	8.32E-08	Compartments
1289	OTU_1941	0.008333333	5.88E-08	Compartments
1290	OTU_11866	0.008333333	2.68E-08	Compartments
1291	OTU_2922	0.008333333	3.58E-08	Compartments
1292	OTU_2650	0.008333333	4.39E-08	Compartments
1293	OTU_2025	0.008333333	5.20E-08	Compartments
1294	OTU_2579	0.008333333	2.91E-08	Compartments
1295	OTU_13828	0.008333333	2.95E-08	Compartments
1296	OTU_6264	0.008333333	3.53E-08	Compartments
1297	OTU_13756	0.008333333	6.33E-08	Compartments
1298	OTU_8397	0.008333333	6.96E-08	Compartments
1299	OTU_6636	0.008333333	1.19E-07	Compartments
1300	OTU_1739	0.008333333	5.99E-08	Compartments
1301	OTU_2869	0.008333333	3.99E-08	Compartments
1302	OTU_13287	0.008333333	6.96E-08	Compartments
1303	OTU_1388	0.008333333	2.68E-08	Compartments
1304	OTU_7490	0.008333333	1.69E-08	Compartments
1305	OTU_4534	0.008333333	5.13E-08	Compartments
1306	OTU_3063	0.008333333	8.24E-08	Compartments
1307	OTU_2499	0.008333333	5.21E-08	Compartments
1308	OTU_12280	0.008333333	1.73E-08	Compartments
1309	OTU_9659	0.008333333	6.27E-08	Compartments
1310	OTU_1630	0.008333333	5.13E-08	Compartments
1311	OTU_2171	0.008333333	3.60E-08	Compartments
1312	OTU_10992	0.008333333	3.71E-08	Compartments
1313	OTU_2649	0.008333333	7.15E-08	Compartments
1314	OTU_2708	0.008333333	2.71E-08	Compartments
1315	OTU_2346	0.008333333	5.86E-07	Compartments
1316	OTU_4656	0.008333333	2.52E-08	Compartments
1317	OTU_4378	0.008333333	2.29E-07	Compartments
1318	OTU_4158	0.008333333	2.76E-08	Compartments
1319	OTU_3196	0.008333333	1.48E-08	Compartments
1320	OTU_2544	0.008333333	3.45E-08	Compartments
1321	OTU_3305	0.008333333	2.91E-08	Compartments
1322	OTU_3290	0.008333333	2.52E-08	Compartments
1323	OTU_2311	0.008333333	7.76E-08	Compartments
1324	OTU_1823	0.008333333	2.00E-07	Compartments
1325	OTU_6496	0.008333333	2.68E-08	Compartments
1326	OTU_1675	0.008333333	2.97E-08	Compartments
1327	OTU_7227	0.008333333	3.70E-08	Compartments
1328	OTU_12929	0.008333333	4.32E-08	Compartments
1329	OTU_1922	0.008333333	3.75E-08	Compartments
1330	OTU_2482	0.008333333	3.45E-08	Compartments
1331	OTU_6339	0.008333333	2.29E-07	Compartments
1332	OTU_5323	0.008333333	6.68E-08	Compartments
1333	OTU_2961	0.008333333	6.85E-08	Compartments
1334	OTU_2077	0.008333333	3.35E-08	Compartments
1335	OTU_7192	0.008333333	2.68E-08	Compartments
1336	OTU_3118	0.008333333	2.97E-08	Compartments
1337	OTU_11775	0.008333333	2.41E-08	Compartments
1338	OTU_2640	0.008333333	5.99E-08	Compartments
1339	OTU_2881	0.008333333	4.65E-08	Compartments
1340	OTU_2370	0.008333333	1.04E-07	Compartments
1341	OTU_4451	0.008333333	3.99E-08	Compartments
1342	OTU_4748	0.008333333	1.58E-07	Compartments
1343	OTU_8784	0.008333333	6.96E-08	Compartments
1344	OTU_3963	0.008333333	4.63E-08	Compartments
1345	OTU_4528	0.008333333	5.13E-08	Compartments
1346	OTU_7661	0.008333333	5.21E-08	Compartments
1347	OTU_3052	0.008333333	8.84E-08	Compartments
1348	OTU_4546	0.008333333	2.29E-07	Compartments
1349	OTU_11830	0.008333333	8.84E-08	Compartments
1350	OTU_6989	0.008333333	3.16E-08	Compartments
1351	OTU_3884	0.008333333	2.27E-08	Compartments
1352	OTU_13583	0.008333333	6.73E-08	Compartments
1353	OTU_5976	0.008333333	2.27E-08	Compartments
1354	OTU_6260	0.008333333	3.71E-08	Compartments
1355	OTU_6287	0.008333333	9.73E-09	Compartments
1356	OTU_5931	0.008333333	1.69E-08	Compartments
1357	OTU_10612	0.008333333	4.65E-08	Compartments
1358	OTU_11445	0.008333333	5.20E-08	Compartments
1359	OTU_4498	0.008333333	3.35E-08	Compartments
1360	OTU_4963	0.008333333	5.21E-08	Compartments
1361	OTU_8167	0.008333333	3.71E-08	Compartments
1362	OTU_9679	0.008333333	2.97E-08	Compartments
1363	OTU_1295	0.008333333	4.39E-08	Compartments
1364	OTU_9717	0.008333333	5.13E-08	Compartments
1365	OTU_13859	0.991666667	6.42E-04	no
1366	OTU_12279	0.825	4.48E-05	no
1367	OTU_8155	0.783333333	1.63E-04	no
1368	OTU_954	0.658333333	7.09E-05	no
1369	OTU_6626	0.658333333	2.50E-05	no
1370	OTU_6074	0.516666667	8.19E-06	no
1371	OTU_843	0.45	2.23E-03	no
1372	OTU_10916	0.441666667	1.64E-04	no
1373	OTU_9422	0.441666667	1.36E-05	no
1374	OTU_4691	0.433333333	1.41E-05	no
1375	OTU_8592	0.425	3.75E-06	no
1376	OTU_1979	0.3	8.03E-05	no
1377	OTU_2402	0.266666667	3.22E-05	no
1378	OTU_13728	0.158333333	4.00E-06	no
1379	OTU_1014	0.158333333	1.24E-06	no
1380	OTU_8021	0.141666667	1.51E-06	no
1381	OTU_301	0.125	1.07E-06	no
1382	OTU_1623	0.108333333	1.00E-06	no
1383	OTU_3494	0.083333333	1.47E-06	no
1384	OTU_6075	0.075	1.48E-06	no
1385	OTU_5056	0.075	4.95E-07	no
1386	OTU_3466	0.066666667	6.25E-07	no
1387	OTU_5018	0.066666667	5.48E-07	no
1388	OTU_8617	0.066666667	4.01E-07	no
1389	OTU_2392	0.058333333	6.97E-07	no
1390	OTU_1609	0.058333333	5.07E-07	no
1391	OTU_7572	0.05	3.02E-06	no
1392	OTU_10934	0.05	3.79E-07	no
1393	OTU_9656	0.05	3.56E-07	no
1394	OTU_2831	0.041666667	4.34E-06	no
1395	OTU_7679	0.041666667	5.50E-07	no
1396	OTU_2616	0.041666667	2.63E-07	no
1397	OTU_6621	0.041666667	3.79E-07	no
1398	OTU_2724	0.041666667	5.92E-07	no
1399	OTU_2834	0.041666667	4.39E-07	no
1400	OTU_11247	0.041666667	2.40E-07	no
1401	OTU_9234	0.033333333	1.38E-06	no
1402	OTU_11352	0.033333333	1.81E-06	no
1403	OTU_11903	0.033333333	1.36E-06	no
1404	OTU_5609	0.033333333	3.69E-07	no
1405	OTU_2467	0.033333333	3.87E-07	no
1406	OTU_1953	0.033333333	1.29E-07	no
1407	OTU_9917	0.033333333	1.38E-07	no
1408	OTU_11904	0.025	2.73E-06	no
1409	OTU_1039	0.025	2.20E-06	no
1410	OTU_6057	0.025	7.27E-07	no
1411	OTU_8450	0.025	8.33E-07	no
1412	OTU_6027	0.025	9.86E-07	no
1413	OTU_2525	0.025	7.83E-07	no
1414	OTU_4380	0.025	7.72E-07	no
1415	OTU_5059	0.025	3.40E-07	no
1416	OTU_9654	0.025	2.21E-07	no
1417	OTU_8303	0.025	3.03E-07	no
1418	OTU_201	0.025	2.68E-07	no
1419	OTU_459	0.025	3.00E-07	no
1420	OTU_13094	0.025	2.58E-07	no
1421	OTU_6356	0.025	1.98E-07	no
1422	OTU_4063	0.025	9.87E-08	no
1423	OTU_2150	0.025	8.97E-08	no
1424	OTU_3390	0.025	2.66E-07	no
1425	OTU_3627	0.025	1.35E-07	no
1426	OTU_4151	0.025	3.88E-07	no
1427	OTU_13708	0.025	3.21E-07	no
1428	OTU_479	0.025	1.34E-07	no
1429	OTU_7772	0.025	8.20E-08	no
1430	OTU_1114	0.025	1.87E-07	no
1431	OTU_327	0.025	1.39E-07	no
1432	OTU_1974	0.025	1.25E-07	no
1433	OTU_3480	0.025	1.24E-07	no
1434	OTU_3197	0.025	1.30E-07	no
1435	OTU_7186	0.025	2.57E-07	no
1436	OTU_7891	0.025	1.45E-07	no
1437	OTU_10515	0.025	5.69E-08	no
1438	OTU_7178	0.016666667	2.17E-07	no
1439	OTU_1621	0.016666667	1.36E-07	no
1440	OTU_2509	0.016666667	2.92E-07	no
1441	OTU_3034	0.016666667	3.36E-07	no
1442	OTU_8593	0.016666667	2.12E-07	no
1443	OTU_8590	0.016666667	2.02E-07	no
1444	OTU_562	0.016666667	8.45E-08	no
1445	OTU_1905	0.016666667	8.01E-08	no
1446	OTU_391	0.016666667	1.55E-07	no
1447	OTU_1047	0.016666667	9.38E-08	no
1448	OTU_3496	0.016666667	8.01E-08	no
1449	OTU_2805	0.016666667	8.44E-08	no
1450	OTU_3840	0.016666667	1.19E-07	no
1451	OTU_1873	0.016666667	1.14E-07	no
1452	OTU_13058	0.016666667	1.59E-07	no
1453	OTU_5415	0.016666667	2.90E-07	no
1454	OTU_252	0.016666667	6.94E-08	no
1455	OTU_274	0.016666667	7.77E-08	no
1456	OTU_351	0.016666667	1.09E-07	no
1457	OTU_1000	0.016666667	1.04E-07	no
1458	OTU_894	0.016666667	7.47E-08	no
1459	OTU_842	0.016666667	6.05E-08	no
1460	OTU_12836	0.016666667	6.27E-08	no
1461	OTU_972	0.016666667	9.24E-08	no
1462	OTU_2406	0.016666667	8.15E-08	no
1463	OTU_4960	0.016666667	8.63E-08	no
1464	OTU_2673	0.016666667	8.84E-08	no
1465	OTU_1834	0.016666667	1.54E-07	no
1466	OTU_1791	0.016666667	6.62E-08	no
1467	OTU_1394	0.016666667	6.25E-08	no
1468	OTU_12667	0.016666667	4.48E-08	no
1469	OTU_7636	0.016666667	1.37E-07	no
1470	OTU_4860	0.016666667	1.15E-07	no
1471	OTU_12131	0.016666667	1.32E-07	no
1472	OTU_5412	0.016666667	1.43E-07	no
1473	OTU_2644	0.016666667	1.51E-07	no
1474	OTU_3980	0.016666667	1.07E-07	no
1475	OTU_5452	0.016666667	1.55E-07	no
1476	OTU_7197	0.016666667	1.21E-07	no
1477	OTU_5189	0.016666667	1.26E-07	no
1478	OTU_6703	0.016666667	5.64E-08	no
1479	OTU_11905	0.008333333	1.51E-06	no
1480	OTU_1456	0.008333333	2.20E-07	no
1481	OTU_13799	0.008333333	3.14E-07	no
1482	OTU_4892	0.008333333	1.69E-07	no
1483	OTU_3899	0.008333333	1.52E-07	no
1484	OTU_5356	0.008333333	2.51E-07	no
1485	OTU_3223	0.008333333	2.77E-07	no
1486	OTU_4301	0.008333333	2.22E-07	no
1487	OTU_9212	0.008333333	3.13E-07	no
1488	OTU_528	0.008333333	2.56E-07	no
1489	OTU_2820	0.008333333	7.41E-08	no
1490	OTU_2475	0.008333333	1.10E-07	no
1491	OTU_12032	0.008333333	1.26E-07	no
1492	OTU_556	0.008333333	5.07E-08	no
1493	OTU_1872	0.008333333	1.11E-07	no
1494	OTU_10353	0.008333333	6.61E-08	no
1495	OTU_3302	0.008333333	1.09E-07	no
1496	OTU_2953	0.008333333	4.49E-08	no
1497	OTU_10225	0.008333333	6.81E-08	no
1498	OTU_4242	0.008333333	1.32E-07	no
1499	OTU_9700	0.008333333	2.49E-07	no
1500	OTU_12728	0.008333333	1.03E-07	no
1501	OTU_559	0.008333333	8.96E-08	no
1502	OTU_751	0.008333333	1.39E-07	no
1503	OTU_485	0.008333333	1.63E-07	no
1504	OTU_916	0.008333333	1.03E-07	no
1505	OTU_860	0.008333333	2.29E-07	no
1506	OTU_1310	0.008333333	1.43E-07	no
1507	OTU_11900	0.008333333	1.99E-07	no
1508	OTU_9149	0.008333333	9.18E-09	no
1509	OTU_1420	0.008333333	8.16E-08	no
1510	OTU_4402	0.008333333	3.38E-08	no
1511	OTU_1605	0.008333333	1.03E-07	no
1512	OTU_3972	0.008333333	6.32E-08	no
1513	OTU_3278	0.008333333	4.40E-08	no
1514	OTU_4959	0.008333333	4.54E-08	no
1515	OTU_4667	0.008333333	4.57E-07	no
1516	OTU_8203	0.008333333	2.45E-07	no
1517	OTU_6131	0.008333333	4.54E-08	no
1518	OTU_10106	0.008333333	5.77E-08	no
1519	OTU_5285	0.008333333	1.06E-07	no
1520	OTU_10887	0.008333333	1.27E-07	no
1521	OTU_13796	0.008333333	1.06E-07	no
1522	OTU_11586	0.008333333	1.25E-07	no
1523	OTU_11795	0.008333333	7.45E-08	no
1524	OTU_184	0.008333333	3.60E-08	no
1525	OTU_266	0.008333333	4.65E-08	no
1526	OTU_454	0.008333333	5.13E-08	no
1527	OTU_12740	0.008333333	4.63E-08	no
1528	OTU_572	0.008333333	4.08E-08	no
1529	OTU_4563	0.008333333	3.75E-08	no
1530	OTU_527	0.008333333	4.32E-08	no
1531	OTU_2142	0.008333333	1.23E-07	no
1532	OTU_487	0.008333333	5.88E-08	no
1533	OTU_759	0.008333333	2.76E-08	no
1534	OTU_739	0.008333333	2.68E-08	no
1535	OTU_551	0.008333333	2.95E-08	no
1536	OTU_673	0.008333333	3.71E-08	no
1537	OTU_863	0.008333333	3.04E-08	no
1538	OTU_582	0.008333333	4.63E-08	no
1539	OTU_1028	0.008333333	8.24E-08	no
1540	OTU_8918	0.008333333	4.59E-09	no
1541	OTU_610	0.008333333	3.58E-08	no
1542	OTU_720	0.008333333	1.48E-08	no
1543	OTU_1115	0.008333333	2.76E-08	no
1544	OTU_722	0.008333333	6.84E-08	no
1545	OTU_716	0.008333333	5.39E-08	no
1546	OTU_4449	0.008333333	3.38E-08	no
1547	OTU_5207	0.008333333	8.24E-08	no
1548	OTU_844	0.008333333	4.32E-08	no
1549	OTU_12367	0.008333333	2.88E-08	no
1550	OTU_810	0.008333333	3.36E-08	no
1551	OTU_1324	0.008333333	1.89E-08	no
1552	OTU_5869	0.008333333	7.36E-08	no
1553	OTU_1449	0.008333333	3.04E-08	no
1554	OTU_886	0.008333333	4.39E-08	no
1555	OTU_1912	0.008333333	2.27E-08	no
1556	OTU_1088	0.008333333	2.52E-08	no
1557	OTU_1031	0.008333333	6.84E-08	no
1558	OTU_6743	0.008333333	2.97E-08	no
1559	OTU_1543	0.008333333	2.76E-08	no
1560	OTU_705	0.008333333	4.24E-08	no
1561	OTU_1100	0.008333333	2.71E-08	no
1562	OTU_1073	0.008333333	3.35E-08	no
1563	OTU_1091	0.008333333	3.79E-08	no
1564	OTU_1171	0.008333333	3.60E-08	no
1565	OTU_837	0.008333333	6.85E-08	no
1566	OTU_7496	0.008333333	3.45E-08	no
1567	OTU_4491	0.008333333	3.35E-08	no
1568	OTU_1179	0.008333333	4.48E-08	no
1569	OTU_2364	0.008333333	5.13E-08	no
1570	OTU_1195	0.008333333	2.91E-08	no
1571	OTU_2288	0.008333333	1.15E-07	no
1572	OTU_8283	0.008333333	2.62E-08	no
1573	OTU_7864	0.008333333	3.63E-08	no
1574	OTU_2439	0.008333333	9.92E-08	no
1575	OTU_3548	0.008333333	6.85E-08	no
1576	OTU_8399	0.008333333	2.00E-07	no
1577	OTU_1767	0.008333333	2.97E-08	no
1578	OTU_2247	0.008333333	4.02E-08	no
1579	OTU_1281	0.008333333	5.88E-08	no
1580	OTU_1591	0.008333333	7.76E-08	no
1581	OTU_1293	0.008333333	5.13E-08	no
1582	OTU_5640	0.008333333	2.71E-08	no
1583	OTU_945	0.008333333	7.76E-08	no
1584	OTU_2237	0.008333333	2.62E-08	no
1585	OTU_1994	0.008333333	2.52E-08	no
1586	OTU_2094	0.008333333	3.36E-08	no
1587	OTU_2008	0.008333333	2.62E-08	no
1588	OTU_1595	0.008333333	5.88E-08	no
1589	OTU_2268	0.008333333	2.68E-08	no
1590	OTU_2007	0.008333333	5.39E-08	no
1591	OTU_3297	0.008333333	2.68E-08	no
1592	OTU_10621	0.008333333	8.79E-08	no
1593	OTU_6331	0.008333333	2.76E-08	no
1594	OTU_1321	0.008333333	5.13E-08	no
1595	OTU_1572	0.008333333	5.93E-08	no
1596	OTU_1773	0.008333333	6.33E-08	no
1597	OTU_2255	0.008333333	4.32E-08	no
1598	OTU_2374	0.008333333	3.99E-08	no
1599	OTU_3158	0.008333333	7.63E-08	no
1600	OTU_3524	0.008333333	3.14E-08	no
1601	OTU_1719	0.008333333	1.58E-07	no
1602	OTU_2193	0.008333333	3.38E-08	no
1603	OTU_1844	0.008333333	6.96E-08	no
1604	OTU_6657	0.008333333	4.15E-08	no
1605	OTU_3170	0.008333333	6.52E-08	no
1606	OTU_1709	0.008333333	9.92E-08	no
1607	OTU_1156	0.008333333	5.27E-08	no
1608	OTU_2547	0.008333333	3.60E-08	no
1609	OTU_2763	0.008333333	3.71E-08	no
1610	OTU_12438	0.008333333	6.27E-08	no
1611	OTU_2964	0.008333333	5.88E-08	no
1612	OTU_4438	0.008333333	8.24E-08	no
1613	OTU_5142	0.008333333	2.27E-08	no
1614	OTU_3382	0.008333333	3.04E-08	no
1615	OTU_3255	0.008333333	1.58E-07	no
1616	OTU_5964	0.008333333	9.97E-08	no
1617	OTU_2767	0.008333333	2.27E-08	no
1618	OTU_1826	0.008333333	4.84E-08	no
1619	OTU_2743	0.008333333	1.48E-08	no
1620	OTU_4768	0.008333333	3.75E-08	no
1621	OTU_1892	0.008333333	3.73E-08	no
1622	OTU_4780	0.008333333	2.52E-08	no
1623	OTU_2112	0.008333333	7.15E-08	no
1624	OTU_3328	0.008333333	2.97E-08	no
1625	OTU_1982	0.008333333	5.13E-08	no
1626	OTU_4965	0.008333333	4.39E-08	no
1627	OTU_2930	0.008333333	6.85E-08	no
1628	OTU_2577	0.008333333	5.13E-08	no
1629	OTU_4939	0.008333333	4.53E-08	no
1630	OTU_1246	0.008333333	1.48E-08	no
1631	OTU_2797	0.008333333	3.79E-08	no
1632	OTU_2701	0.008333333	4.08E-08	no
1633	OTU_2093	0.008333333	1.11E-07	no
1634	OTU_11897	0.008333333	5.99E-08	no
1635	OTU_4685	0.008333333	5.20E-08	no
1636	OTU_7075	0.008333333	4.63E-08	no
1637	OTU_6478	0.008333333	1.48E-08	no
1638	OTU_1751	0.008333333	1.04E-07	no
1639	OTU_1712	0.008333333	4.04E-08	no
1640	OTU_3248	0.008333333	3.35E-08	no
1641	OTU_2356	0.008333333	2.62E-08	no
1642	OTU_4795	0.008333333	3.35E-08	no
1643	OTU_2723	0.008333333	4.59E-09	no
1644	OTU_5860	0.008333333	2.52E-08	no
1645	OTU_2481	0.008333333	1.07E-07	no
1646	OTU_4437	0.008333333	2.97E-08	no
1647	OTU_7594	0.008333333	4.32E-08	no
1648	OTU_4464	0.008333333	4.04E-08	no
1649	OTU_3399	0.008333333	4.84E-08	no
1650	OTU_8926	0.008333333	4.02E-08	no
1651	OTU_10819	0.008333333	8.32E-08	no
1652	OTU_3042	0.008333333	4.63E-08	no
1653	OTU_2717	0.008333333	5.13E-08	no
1654	OTU_3100	0.008333333	3.60E-08	no
1655	OTU_3299	0.008333333	3.04E-08	no
1656	OTU_7253	0.008333333	2.97E-08	no
1657	OTU_4111	0.008333333	3.36E-08	no
1658	OTU_6250	0.008333333	5.27E-08	no
1659	OTU_5910	0.008333333	2.88E-08	no
1660	OTU_2983	0.008333333	2.62E-08	no
1661	OTU_10312	0.008333333	5.21E-08	no
1662	OTU_4009	0.008333333	2.88E-08	no
1663	OTU_3352	0.008333333	3.71E-08	no
1664	OTU_7396	0.008333333	2.97E-08	no
1665	OTU_5442	0.008333333	2.68E-08	no
