	XEQYCK1	XEQYCK4	XEQYCK5	XEQYCK6	XEQYCK7	XEQYCK8	XEQYCK9	XEQYNPK1	XEQYNPK2	XEQYNPK4	XEQYNPK6	XEQYNPK7	XEQYNPK8	XEQYNPK9	XEQYNPKM1	XEQYNPKM2	XEQYNPKM3	XEQYNPKM4	XEQYNPKM5	XEQYNPKM6	XEQYNPKM7	XEQYNPKM8	XEQYNPKM9	XEYCCK1	XEYCCK2	XEYCCK3	XEYCCK4	XEYCCK5	XEYCCK6	XEYCCK7	XEYCCK8	XEYCCK9	XEYCNPK1	XEYCNPK2	XEYCNPK3	XEYCNPK4	XEYCNPK5	XEYCNPK6	XEYCNPK7	XEYCNPK8	XEYCNPK9	XEYCNPKM1	XEYCNPKM2	XEYCNPKM3	XEYCNPKM4	XEYCNPKM5	XEYCNPKM6	XEYCNPKM7	XEYCNPKM8	XEYCNPKM9	XEYYCK1	XEYYCK2	XEYYCK4	XEYYCK5	XEYYCK6	XEYYCK7	XEYYCK8	XEYYCK9	XEYYNPK1	XEYYNPK2	XEYYNPK3	XEYYNPK4	XEYYNPK5	XEYYNPK6	XEYYNPK8	XEYYNPK9	XEYYNPKM1	XEYYNPKM2	XEYYNPKM3	XEYYNPKM4	XEYYNPKM5	XEYYNPKM6	XEYYNPKM7	XEYYNPKM8	XEYYNPKM9	XECCCK1	XECCCK2	XECCCK3	XECCNPK1	XECCNPK2	XECCNPK3	XECCNPKM1	XECCNPKM2	XECCNPKM3	XEJX20CK1	XEJX20CK2	XEJX20CK3	XEJX20CK4	XEJX20CK5	XEJX20CK6	XEJX20CK7	XEJX20CK8	XEJX20CK9	XEJX20NPK1	XEJX20NPK2	XEJX20NPK3	XEJX20NPK4	XEJX20NPK5	XEJX20NPK6	XEJX20NPK7	XEJX20NPK8	XEJX20NPK9	XEJX20NPKM1	XEJX20NPKM2	XEJX20NPKM3	XEJX20NPKM4	XEJX20NPKM5	XEJX20NPKM6	XEJX20NPKM7	XEJX20NPKM8	XEJX20NPKM9	XEHL20CK1	XEHL20CK2	XEHL20CK3	XEHL20NPK1	XEHL20NPK2	XEHL20NPK3	XEHL20NPKM1	XEHL20NPKM2	XEHL20NPKM3
OTU_3691	13	10	28	8	44	42	69	111	15	28	60	181	22	230	7	215	16	337	5	14	6	2	118	7	9	17	29	12	27	251	34	14	12	39	36	43	6	30	490	80	49	23	162	44	32	16	22	24	55	28	68	69	37	32	25	24	23	49	138	224	2738	45	41	297	61	357	91	253	302	82	8	60	49	61	47	44	95	99	65	65	31	75	57	14	38	67	49	19	40	51	130	89	43	42	70	41	133	2346	1314	243	283	554	90	57	35	135	73	98	188	55	35	18	14	19	5	24	5	5	4	11
OTU_13859	4	9	5	5	16	5	3	18	3	10	0	4	97	8	12	11	1	5	11	104	2	2	3	2	2	130	524	11	20	17	39	11	4	27	1	4	10	20	10	91	2	3	314	6	1	22	3	2	13	9	8	4	6	5	1	2	3	3	2	6	1	2	2	356	20	5	29	10	91	2	1	7	3	4	49	4	37	11	14	21	8	6	38	3	114	174	1258	40	72	86	208	170	92	152	652	112	385	1458	312	136	218	250	211	46	42	123	214	1491	562	2476	75	146	81	123	16	92	24	29	43	21
OTU_1423	627	519	3	9	17	2044	8	350	1859	15	10	5	1468	8	16	8	69	17	390	4152	9	14	23	2	7	14	19	7	10	17	24	84	20	164	22	15	8	8	1	6	0	10	1	0	1	2	9	0	1	2	1	1	1	0	1	1	3	2	1	1	1	0	3	1	0	0	4	1	3	1	1	0	1	0	7	0	1	3	0	4	1	347	10	6	3	1	1	0	2	1	3	0	0	1	0	2	2	18	1	2	5	1	2	3	0	2	2	1	9	890	9	3	2	2	0	2	1	1	1	4
OTU_7781	15	16	7	10328	36	362	24	23	40	14	13	17	8	22	50	19	16	48	45	47	15	42	17	6	5	27	33	20	19	32	30	30	24	77	30	35	16	21	1	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_286	2	0	1	1	0	1	0	3	4	2	319	1	2	2	2	2	10	1	1	2	1	7	1	0	4	1	0	1	3	2	1	1	0	5	1	2	2	1	54	42	19	91	35	54	32	48	39	66	48	52	16	35	14	259	61	67	48	85	52	32	24	35	64	21	33	28	34	64	1071	143	21	75	3681	3708	26	40	52	24	33	129	112	31	135	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
OTU_18	38	29	22	27	51	387	32	38	49	575	22	31	35	49	81	26	86	86	224	253	19	73	86	8	16	49	78	47	40	60	62	47	90	168	49	37	78	89	32	33	52	47	26	41	31	26	56	136	35	48	52	38	35	1147	45	33	115	312	159	37	7	24	2738	18	49	23	120	453	408	41	25	23	384	662	19	13	26	21	20	54	63	10	48	11	3	1	4	1	0	6	5	2	3	10	3	4	3	23	5	0	13	8	1	0	0	0	0	0	5	2	1	3	6	6	0	0	0	0	1	1
OTU_1	122	119	85	111	144	150	120	120	161	122	41	94	112	126	200	81	148	145	173	196	65	159	78	23	50	117	192	112	121	146	132	97	104	344	103	126	126	81	125	108	125	117	94	106	67	77	93	146	144	76	47	84	49	97	147	104	102	135	66	67	36	59	91	60	97	56	82	61	86	64	25	54	62	48	60	53	85	89	50	155	191	63	145	43	5	12	12	4	10	58	120	37	57	12	7	13	31	108	18	15	21	28	21	5	4	11	13	20	58	13	10	23	16	27	19	16	9	13	8	3
OTU_614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	19	19	8	15	13	28	25	22	23	23	15	46	295	29	21	103	14	24	10	4	29	26	34	114	7858	17	10	17	22	3	16	15	2	9	10
OTU_139	12	13	18	15	29	17	9	21	97	1897	8	11	46	23	504	29	67	131	27	60	23	3613	15	3	8	17	33	16	22	26	13	24	12	44	23	15	15	15	6	19	10	19	18	28	5	1185	8	13	23	9	4	3	2	12	15	22	15	17	6	10	1	4	7	5	13	4	7	6	2	3	4	2	1	6	3	5	12	6	2	14	21	3	16	1	0	0	0	0	1	0	0	1	0	1	1	34	2	2	1	2	1	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	12	11	45	20	55	51	29	20	20	19	41	176	29	11	62	22	24	11	2	8	24	12	164	4954	7	34	21	45	4	36	8	9	8	25
OTU_11839	9	7	2	6	18	7	8	17	7	12	7	10	2	11	0	7	6	9	7	36	2	0	6	3	1	12	3	6	10	32	20	19	10	4	10	16	5	3	67	91	9	19	32	48	10	7	14	13	15	38	37	50	38	48	19	33	11	29	13	22	18	16	7	56	93	59	50	14	46	35	9	37	24	34	23	53	797	97	266	1240	107	102	207	31	2	7	6	1	3	6	14	9	7	9	7	5	21	78	9	9	14	6	15	2	0	2	10	18	24	8	380	9	2	9	1	2	1	3	0	4
OTU_48	47	37	43	229	66	64	53	73	92	59	29	58	46	70	112	38	60	72	97	133	26	69	36	17	26	60	88	55	53	77	77	56	55	147	63	70	56	44	53	46	59	72	34	60	33	29	31	67	55	47	15	45	30	43	61	53	44	49	34	26	19	28	37	39	47	35	37	21	49	44	9	23	18	20	36	17	42	33	23	83	83	46	90	12	10	5	8	2	4	47	76	32	33	40	7	5	23	75	10	4	36	70	10	5	0	4	12	14	42	13	3	9	8	8	5	12	2	8	3	8
OTU_7	77	84	75	104	151	164	87	76	176	110	42	97	86	124	225	90	82	153	171	157	45	164	114	35	52	149	144	86	100	130	187	102	150	275	120	120	107	72	7	45	10	13	11	7	8	35	10	22	10	12	4	8	6	11	16	11	10	13	5	6	1	6	2	5	5	5	8	4	1	6	1	2	5	3	10	4	7	7	1	13	19	3	7	2	3	2	1	0	2	5	18	3	2	3	0	1	5	12	8	1	26	2	6	7	0	2	0	3	2	2	0	5	3	2	0	1	0	0	0	0
OTU_10	43	62	18	32	90	64	57	30	79	49	20	52	37	76	90	57	50	88	72	82	28	42	47	16	15	75	87	60	79	69	70	72	54	154	52	64	71	42	4	10	3	3	1	1	1	5	1	2	2	3	1	0	0	2	2	4	0	1	3	3	0	0	1	0	2	0	1	1	2	4	1	2	1	0	0	3	7	11	1	3	2	0	0	0	47	33	38	4	49	81	140	131	90	59	40	35	79	366	145	40	130	75	63	19	6	38	66	195	170	43	41	76	52	75	11	61	7	24	25	17
OTU_14	73	88	48	64	132	126	85	60	187	105	37	72	61	122	201	69	90	138	188	142	52	135	59	30	27	115	141	110	114	117	95	96	112	261	91	122	109	84	1	9	5	33	2	4	0	5	2	21	7	6	2	4	6	10	4	4	7	3	1	1	1	0	3	1	4	1	5	4	3	1	1	1	4	0	1	3	5	7	2	4	7	2	4	1	4	6	8	1	9	12	30	34	25	7	13	4	26	65	15	3	26	15	13	6	0	11	13	21	22	4	9	24	25	22	3	9	3	7	11	4
OTU_11889	1	1	1	1	0	9	0	1	3	4	0	1	2	0	4	1	8	4	2	3	0	5	0	0	0	1	2	0	1	2	1	1	8	12	2	2	23	0	24	45	10	990	8	5	8	421	9	238	19	101	9	2	9	13	12	15	18	32	10	7	5	23	17	4	14	23	15	11	4	8	2	4	7	3	5	8	11	7	8	26	37	10	31	6	3	6	8	2	197	178	464	301	537	28	169	7	21	46	11	5	17	11	32	1	0	4	14	11	28	9	6	13	7	14	3	15	6	0	2	6
OTU_12319	3	2	2	1	1	13	0	0	3	9	0	1	1	4	0	2	6	3	0	1	0	15	0	1	0	6	2	0	1	2	3	4	12	3	2	5	1	0	13	36	3	486	6	8	8	182	6	108	6	23	3	7	3	12	11	11	3	17	7	4	0	4	3	2	6	9	3	1	3	3	1	3	5	2	1	5	0	3	5	12	18	0	6	4	10	6	7	4	325	277	770	424	727	38	240	13	24	105	14	11	27	11	61	8	1	6	11	20	36	17	14	33	14	24	4	20	5	6	4	5
OTU_20	72	97	72	72	154	153	116	75	149	103	39	84	76	135	205	104	94	154	127	143	58	140	112	35	30	133	130	108	135	129	127	146	127	317	108	119	101	69	0	2	0	3	1	1	0	1	1	3	1	0	0	0	1	1	3	4	0	2	1	2	0	0	0	3	1	2	1	0	0	3	1	0	0	0	0	2	3	0	0	3	1	0	3	0	0	0	0	1	1	1	0	0	1	1	1	0	0	5	0	0	6	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13	26	33	17	27	62	47	36	64	100	942	48	28	43	35	79	33	42	74	144	97	25	56	146	12	10	61	80	37	44	52	46	61	38	139	40	45	69	37	0	3	0	64	2	3	2	99	5	10	1	13	2	3	0	5	1	2	2	4	0	1	0	1	4	1	1	0	2	2	4	10	0	2	0	4	1	7	1	6	4	7	2	3	3	1	6	20	10	6	7	22	45	39	19	27	12	9	29	112	23	15	58	24	23	14	2	8	15	31	59	9	11	37	22	39	11	31	9	15	4	26
OTU_16	84	73	44	56	118	133	73	61	130	107	37	73	75	92	141	82	97	112	126	115	62	121	65	35	40	120	131	79	123	118	96	103	96	263	102	88	132	71	4	7	2	13	2	4	1	8	0	1	3	2	1	4	0	1	1	0	0	0	0	2	0	1	1	0	2	0	0	0	0	0	0	0	1	0	1	2	13	2	1	7	2	0	1	0	0	4	3	1	1	4	9	1	1	2	4	3	7	19	1	6	2	2	1	0	0	1	7	6	13	4	0	7	3	12	3	0	1	1	0	1
OTU_9437	6	5	3	6	2	3254	7	23	8	6	3	4	2	5	9	3	4	4	189	19	2	12	2	4	3	4	2	7	7	6	6	11	6	11	8	4	5	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	32	0	4	7	5	3	3	1	2	1	2
OTU_8155	40	43	48	26	39	42	31	23	36	14	7	49	30	35	109	52	45	31	38	9	22	73	34	13	11	36	30	39	32	40	20	32	37	88	32	23	26	29	101	74	37	20	66	59	81	23	40	89	163	27	49	58	24	20	50	20	87	74	26	35	22	19	75	60	37	63	86	68	12	88	23	38	15	26	23	17	60	52	32	29	15	44	22	15	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	1	0	1	0	0	0	1	0	0	3	0	0	0	3	2	0	0	0	0	0	0
OTU_10588	5	4	3	11	16	13	12	9	39	1311	1	8	3	53	17	6	7	7	14	26	38	15	4	6	5	20	19	3	10	23	5	9	6	16	15	10	159	9	0	0	1	5	1	2	0	2	0	2	0	1	0	0	1	133	5	2	0	1	0	0	1	4	18	28	0	0	0	0	1	0	1	1	1	0	21	0	0	4	0	3	0	0	3	2	5	2	8	2	11	22	22	31	11	11	12	1	23	81	15	6	236	9	25	0	3	4	6	9	27	5	686	21	10	19	4	13	3	5	7	3
OTU_28	68	67	37	41	117	99	77	59	121	83	27	60	50	78	133	65	77	121	135	95	37	103	38	24	23	85	122	91	91	101	81	87	66	167	79	87	76	51	1	0	2	4	1	2	2	2	0	5	5	1	0	2	1	3	2	2	3	1	1	1	1	0	0	1	4	1	3	0	0	1	0	2	0	1	2	1	4	1	1	3	0	0	0	0	2	4	2	1	4	5	3	11	6	3	3	2	5	27	9	1	15	3	7	2	0	1	2	5	11	3	5	6	5	8	1	6	1	3	1	2
OTU_9951	39	46	26	96	42	45	62	50	26	24	40	105	27	94	47	128	43	52	49	29	26	27	60	6	7	33	73	35	41	80	33	19	27	161	49	63	94	32	49	31	11	3	28	46	16	13	7	10	18	6	10	11	6	9	30	50	15	48	12	16	21	66	12	50	11	67	22	27	20	15	1	13	4	14	19	9	18	14	21	20	11	8	15	9	6	0	3	0	1	1	5	6	2	33	3	2	5	36	16	3	5	8	6	0	1	1	1	11	15	0	1	9	21	14	1	5	0	3	20	1
OTU_9	2	4	6	3	10	14	12	4	4	20	8	2	4	4	2	1	676	7	4	11	7	5	4	0	3	5	7	2	10	9	2	6	3	20	4	3	2	5	2	4	2	5	4	5	4	0	1	4	5	3	1	2	0	3	3	2	4	3	1	1	0	1	2	1	2	3	1	3	0	1	0	0	4	0	0	2	4	5	67	9	7	1	3	1	8	4	5	0	4	4	17	9	7	8	18	13	15	52	10	4	210	529	15	1	0	2	7	4	962	10	12	7	17	15	4	11	0	3	1	3
OTU_6375	1328	1214	2	2	7	61	8	2	9	3	1	0	2	5	11	1	13	13	41	8	1	9	3	0	0	7	5	1	2	8	4	4	4	15	13	11	5	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	3	1	2	0	0	0	2	0	1	2	0	2	2	0	0	0	1	2	0	1	38	0	3	7	3	0	131	5	4	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_45	11	11	6	16	29	16	13	1072	36	9	7	6	15	20	41	7	32	21	982	46	9	18	14	0	9	28	24	16	19	23	19	18	18	55	16	14	31	7	5	0	1	13	4	1	3	3	5	11	3	3	1	0	0	2	1	1	3	4	1	1	1	3	2	0	4	0	0	5	0	2	0	0	6	4	1	1	2	1	4	4	4	1	2	1	0	0	0	0	0	2	4	2	4	2	1	0	4	8	1	0	2	1	0	0	0	0	2	0	0	2	0	11	1	7	2	2	0	1	1	13
OTU_10916	11	9	1	2	7	4	5	4	11	5	1	4	3	2	4	11	12	9	2260	20	2	4	7	0	4	4	5	2	8	3	4	3	3	8	2	5	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	4	0	0	0	0	1	13	1	1	2	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1
OTU_9006	36	23	20	17	81	56	38	29	48	45	11	22	28	35	69	45	32	54	46	76	24	56	30	11	8	48	60	40	58	50	39	55	37	104	41	51	40	24	21	12	8	25	16	19	4	10	15	22	22	9	11	12	8	15	19	14	10	12	5	10	4	5	10	6	9	9	9	6	7	13	1	5	4	8	11	6	11	21	3	27	22	5	22	5	4	8	5	0	4	12	28	19	5	12	10	2	3	59	5	2	29	7	9	0	1	5	7	6	21	5	5	9	10	8	3	7	5	3	2	3
OTU_31	16	17	12	16	30	59	36	32	57	91	14	30	20	37	62	11	28	35	206	56	13	49	25	9	20	41	38	29	32	39	34	30	38	94	27	42	47	27	7	28	8	49	11	12	7	245	14	21	15	13	4	4	1	17	7	4	11	5	5	4	4	6	6	2	7	5	4	2	5	4	0	3	3	7	0	2	6	3	1	8	8	2	8	6	0	4	1	0	8	2	10	10	12	6	0	1	8	35	8	3	11	4	6	1	2	1	3	8	8	4	6	9	10	10	0	5	2	1	2	3
OTU_385	3	4	3	2	4	10	4	23	137	7	3	4	4	18	5	3	3	1	24	79	8	2	13	0	1	4	4	5	4	1	3	1	2	758	6	2	5	3	2	4	0	5	0	7	3	3	3	5	28	7	1	0	0	1	11	3	4	3	3	1	0	1	1	2	6	2	7	7	24	0	7	162	3	3	0	1	4	5	2	8	7	0	10	0	1	3	3	1	3	1	9	4	3	2	1	0	8	20	4	0	5	1	66	115	3	1	1	3	318	2	7	6	4	5	0	5	1	0	0	0
OTU_5226	8	5	2	2	3	7	3	4	1	8	2	10	11	4	11	5	6	6	2	17	8	5	4	7	3	16	15	4	6	10	6	13	22	290	33	24	76	51	8	14	11	9	64	10	7	3	6	6	11	9	5	9	7	9	16	5	9	7	4	11	3	4	12	8	19	9	11	7	11	11	3	3	5	7	5	6	15	14	7	18	19	12	339	320	2	0	3	0	1	1	5	3	0	3	5	5	10	28	8	2	7	6	9	2	0	1	10	7	6	3	3	7	1	7	18	2	48	3	0	8
OTU_12309	39	31	13	19	30	40	23	17	39	32	7	26	21	28	65	31	38	21	39	39	16	34	15	5	14	20	43	23	28	34	16	26	32	107	22	20	25	25	13	12	11	6	13	13	14	3	8	16	37	6	10	6	2	6	9	7	15	11	6	5	2	3	11	5	10	8	15	12	5	9	2	8	4	2	1	0	13	12	10	8	6	3	10	8	8	10	6	2	7	6	30	14	11	15	17	8	14	94	15	7	22	15	17	4	2	8	13	19	42	9	6	16	20	24	2	14	2	5	3	8
OTU_11363	17	21	24	22	24	39	19	7	30	11	3	8	13	16	54	8	33	16	17	5	16	18	10	11	1	30	57	20	22	24	14	16	17	92	48	26	22	24	39	23	41	5	25	28	16	21	20	23	41	33	20	13	17	16	22	17	22	36	33	23	19	68	27	44	21	37	55	40	9	37	8	13	13	11	5	9	45	34	18	16	7	28	25	19	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_4223	36	35	34	23	44	59	34	14	59	37	14	33	33	48	63	43	28	72	50	50	20	31	34	17	23	81	67	59	42	52	40	43	54	149	102	59	73	47	2	3	6	1	2	1	2	7	1	5	2	1	1	2	0	3	1	2	0	3	5	1	1	0	0	2	3	3	1	1	1	0	0	0	0	1	0	1	4	2	0	1	0	0	1	1	2	6	0	3	0	1	3	4	6	1	5	1	5	17	2	3	4	1	5	0	0	1	2	3	2	1	0	8	5	2	1	2	4	1	1	12
OTU_7904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	2	1	5	13	10	11	7	2	12	1	6	58	8	0	33	6	6	5	0	8	1	3	36	1557	3	15	15	22	0	6	2	4	3	8
OTU_119	7	6	1	2	82	2	5	7	6	3	0	6	3	2	10	2	0	2	2	3	2	0	27	2	216	18	5	14	6	76	136	5	59	63	7	2	0	6	4	171	2	13	4	4	1	6	1	1	1	1	2	4	222	4	0	2	3	31	2	5	12	0	7	0	20	3	3	1	3	1	0	1	2	0	2	0	5	2	0	3	8	3	2	6	0	0	1	0	6	2	4	2	0	2	2	5	2	9	1	0	2	0	1	1	1	0	1	0	6	182	0	3	0	0	0	0	0	0	0	0
OTU_2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	9	0	1	0	0	5	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	0	4	2	7	3	0	5	1	5	3	20	0	2	2	2	80	1	1	8	4	4	13	1269	22	1	4	1	0	4	2	4	1	0
OTU_1979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	5	9	11	20	8	8	12	2	8	38	7	2	14	8	3	6	1	1	3	6	23	1198	2	10	8	14	3	7	2	2	4	2
OTU_11849	10	4	2	4	5	18	1	93	6	1	484	16	70	3	12	2	6	2	21	13	3	4	24	1	1	13	5	1	8	10	24	3	31	35	8	6	18	2	4	28	1	9	2	3	3	25	2	18	1	19	1	1	32	11	2	1	3	0	0	3	0	1	35	0	2	1	39	0	41	6	6	3	17	28	95	0	8	2	1	6	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_12398	7	5	2	4	3	4	2	3	8	17	1	1	2	1	10	6	4	6	8	9	2	2	3	3	2	7	15	7	9	65	28	5	10	130	40	12	2	6	192	5	28	5	10	16	32	8	12	22	76	49	4	4	4	12	5	8	4	18	9	5	1	60	7	9	4	22	11	9	6	15	0	17	5	4	1	11	63	30	40	26	6	6	12	8	0	0	0	2	1	0	0	1	0	0	1	1	3	3	3	1	2	0	0	0	0	0	0	1	4	0	0	4	5	24	1	32	0	0	0	0
OTU_26	3	5	6	1	2	6	2	2	2	1	3	3	5	6	13	3	4	7	3	7	4	3	5	1	1	13	17	4	2	33	16	6	7	36	104	12	75	3	67	21	33	77	3	167	3	21	9	18	6	7	6	8	6	21	12	11	10	139	8	4	4	0	41	9	16	5	7	9	7	66	2	7	2	5	4	3	4	9	5	10	24	2	17	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_167	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	3	3	1	4	2	3	4	4	7	29	6	2	39	6	6	2	0	1	2	1	21	1146	6	6	3	4	0	0	2	0	0	0
OTU_141	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	11	0	2	3	2	114	1	4	2	437	3	3	6	23	2	7	0	7	2	4	5	5	6	2	2	0	2	1	6	3	2	9	3	4	1	0	2	5	2	9	2	5	8	7	1	2	30	1	0	5	6	1	6	16	45	26	6	11	1	3	6	46	7	2	194	3	10	8	1	1	1	18	8	1	1	8	3	6	0	2	2	3	0	57
OTU_954	6	1	0	2	1	2	1	2	0	82	3	0	3	2	4	1	1	2	7	2	0	6	13	0	0	4	0	1	1	2	1	3	1	4	3	3	6	1	4	3	4	22	4	3	3	756	9	4	8	20	2	4	1	3	6	0	7	9	4	7	1	4	58	2	1	4	2	4	8	4	1	2	8	7	1	3	1	3	3	9	10	3	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OTU_754	0	5	0	1	3	4	0	0	2	2	1	1	4	6	5	2	1	3	2	3	3	1	1	0	0	1009	56	0	0	0	1	6	3	7	2	4	2	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	46	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0
OTU_2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	1	6	9	14	7	1	2	0	6	19	4	1	13	2	910	0	0	1	4	5	10	105	2	2	3	2	2	3	1	1	2	2
OTU_78	12	12	12	8	33	24	12	8	16	13	3	6	7	15	22	7	10	16	17	23	9	24	10	2	1	17	24	6	13	19	19	24	20	34	24	15	9	11	1	3	0	3	1	2	0	22	0	4	5	4	0	0	1	1	2	4	1	2	0	3	0	0	2	2	1	1	1	0	0	0	0	0	0	1	0	0	3	0	0	2	1	0	2	1	7	7	7	1	16	16	15	28	13	10	7	4	26	82	9	5	36	9	9	4	5	7	9	16	34	6	6	17	17	16	7	12	7	7	2	10
OTU_1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	3	4	4	1	0	1	0	0	20	3	2	8	1	2	0	0	3	1	1	5	1017	5	1	1	2	0	1	1	0	0	0
OTU_13029	5	6	2	47	12	43	6	5	4	4	2	5	3	5	2	8	19	5	0	15	3	1	3	2	4	9	6	7	11	6	2	4	5	8	1	9	4	2	30	28	13	5	14	35	13	5	12	24	21	17	19	14	4	17	10	10	20	40	16	15	8	66	16	19	24	19	13	13	17	23	2	14	9	12	5	12	25	24	15	10	4	23	32	7	2	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU_50	23	24	15	17	28	30	24	10	40	17	8	13	12	32	44	29	25	36	34	37	16	29	18	9	13	27	40	15	42	26	24	24	35	73	37	21	34	22	1	0	0	4	0	0	0	10	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	3	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	4	0	0	0	0	0	0	1	2	0	0	0	6	1	0	0	0	1	0	1	0	4	1	0	4	1	3	0	1	0	11
